time,ch0,ch1
00:00:00.667.250,0.4980,0.2588
00:00:00.667.500,0.4688,0.3589
00:00:00.667.750,0.4785,0.4883
00:00:00.668.000,0.4688,0.5981
00:00:00.668.250,0.4395,0.6982
00:00:00.668.500,0.3882,0.7861
00:00:00.668.750,0.3394,0.8960
00:00:00.669.000,0.2686,0.9766
00:00:00.669.250,0.2295,1.0449
00:00:00.669.500,0.2002,1.1353
00:00:00.669.750,0.1489,1.1938
00:00:00.670.000,0.1392,1.2451
00:00:00.670.250,0.1001,1.3135
00:00:00.670.500,0.0903,1.3647
00:00:00.670.750,0.0415,1.3843
00:00:00.671.000,0.0293,1.4331
00:00:00.671.250,0.0415,1.4648
00:00:00.671.500,0.0293,1.5039
00:00:00.671.750,0.0195,1.5332
00:00:00.672.000,-0.0098,1.5625
00:00:00.672.250,-0.0098,1.6138
00:00:00.672.500,-0.0098,1.6040
00:00:00.672.750,-0.0293,1.6528
00:00:00.673.000,-0.0293,1.6724
00:00:00.673.250,-0.0586,1.6821
00:00:00.673.500,-0.1001,1.6333
00:00:00.673.750,-0.1099,1.5527
00:00:00.674.000,-0.1489,1.4746
00:00:00.674.250,-0.1489,1.3550
00:00:00.674.500,-0.1685,1.2549
00:00:00.674.750,-0.1978,1.1450
00:00:00.675.000,-0.2173,1.0254
00:00:00.675.250,-0.2588,0.8960
00:00:00.675.500,-0.2783,0.7471
00:00:00.675.750,-0.2979,0.5688
00:00:00.676.000,-0.3076,0.4175
00:00:00.676.250,-0.3467,0.2881
00:00:00.676.500,-0.3784,0.1587
00:00:00.676.750,-0.3979,0.0000
00:00:00.677.000,-0.4077,-0.1196
00:00:00.677.250,-0.4370,-0.2588
00:00:00.677.500,-0.4175,-0.3687
00:00:00.677.750,-0.4175,-0.4883
00:00:00.678.000,-0.3784,-0.5957
00:00:00.678.250,-0.3174,-0.6763
00:00:00.678.500,-0.2686,-0.7861
00:00:00.678.750,-0.2173,-0.8765
00:00:00.679.000,-0.1782,-0.9546
00:00:00.679.250,-0.1392,-1.0352
00:00:00.679.500,-0.1001,-1.1133
00:00:00.679.750,-0.0586,-1.1646
00:00:00.680.000,-0.0293,-1.2427
00:00:00.680.250,-0.0293,-1.2939
00:00:00.680.500,-0.0098,-1.3525
00:00:00.680.750,0.0195,-1.3940
00:00:00.681.000,0.0098,-1.4429
00:00:00.681.250,0.0415,-1.4722
00:00:00.681.500,0.0293,-1.5015
00:00:00.681.750,0.0610,-1.5430
00:00:00.682.000,0.0610,-1.5723
00:00:00.682.250,0.0708,-1.6113
00:00:00.682.500,0.0708,-1.6211
00:00:00.682.750,0.0708,-1.6821
00:00:00.683.000,0.0903,-1.6919
00:00:00.683.250,0.1294,-1.7114
00:00:00.683.500,0.1587,-1.6626
00:00:00.683.750,0.1904,-1.5625
00:00:00.684.000,0.2100,-1.4722
00:00:00.684.250,0.2002,-1.3818
00:00:00.684.500,0.2295,-1.2744
00:00:00.684.750,0.2588,-1.1646
00:00:00.685.000,0.2881,-1.0449
00:00:00.685.250,0.3101,-0.9058
00:00:00.685.500,0.3491,-0.7471
00:00:00.685.750,0.3784,-0.5664
00:00:00.686.000,0.3784,-0.4370
00:00:00.686.250,0.4175,-0.2979
00:00:00.686.500,0.4492,-0.1587
00:00:00.686.750,0.4785,-0.0195
00:00:00.687.000,0.4980,0.1196
00:00:00.687.250,0.5176,0.2490
00:00:00.687.500,0.5078,0.3589
00:00:00.687.750,0.5078,0.4883
00:00:00.688.000,0.4785,0.5688
00:00:00.688.250,0.4688,0.6763
00:00:00.688.500,0.4175,0.7764
00:00:00.688.750,0.3491,0.8472
00:00:00.689.000,0.3003,0.9253
00:00:00.689.250,0.2588,1.0156
00:00:00.689.500,0.2002,1.0962
00:00:00.689.750,0.1587,1.1646
00:00:00.690.000,0.1294,1.2256
00:00:00.690.250,0.1196,1.2842
00:00:00.690.500,0.0806,1.3354
00:00:00.690.750,0.0610,1.3843
00:00:00.691.000,0.0415,1.4136
00:00:00.691.250,0.0195,1.4648
00:00:00.691.500,0.0195,1.5039
00:00:00.691.750,0.0098,1.5234
00:00:00.692.000,0.0000,1.5527
00:00:00.692.250,-0.0195,1.5942
00:00:00.692.500,0.0000,1.6235
00:00:00.692.750,0.0000,1.6528
00:00:00.693.000,-0.0293,1.6821
00:00:00.693.250,-0.0488,1.6626
00:00:00.693.500,-0.0781,1.6235
00:00:00.693.750,-0.1392,1.5332
00:00:00.694.000,-0.1392,1.4526
00:00:00.694.250,-0.1587,1.3550
00:00:00.694.500,-0.1782,1.2451
00:00:00.694.750,-0.1978,1.1450
00:00:00.695.000,-0.2173,1.0254
00:00:00.695.250,-0.2588,0.8765
00:00:00.695.500,-0.2881,0.7275
00:00:00.695.750,-0.2783,0.5591
00:00:00.696.000,-0.3174,0.4297
00:00:00.696.250,-0.3369,0.2686
00:00:00.696.500,-0.3979,0.1489
00:00:00.696.750,-0.4175,0.0000
00:00:00.697.000,-0.4272,-0.1196
00:00:00.697.250,-0.4272,-0.2588
00:00:00.697.500,-0.4077,-0.3784
00:00:00.697.750,-0.3979,-0.4980
00:00:00.698.000,-0.3979,-0.5859
00:00:00.698.250,-0.3369,-0.6958
00:00:00.698.500,-0.2588,-0.7861
00:00:00.698.750,-0.2173,-0.8643
00:00:00.699.000,-0.1782,-0.9448
00:00:00.699.250,-0.1294,-1.0254
00:00:00.699.500,-0.1196,-1.1035
00:00:00.699.750,-0.0488,-1.1646
00:00:00.700.000,-0.0488,-1.2524
00:00:00.700.250,-0.0293,-1.3135
00:00:00.700.500,-0.0195,-1.3330
00:00:00.700.750,0.0195,-1.3818
00:00:00.701.000,0.0195,-1.4331
00:00:00.701.250,0.0415,-1.4819
00:00:00.701.500,0.0415,-1.5015
00:00:00.701.750,0.0513,-1.5430
00:00:00.702.000,0.0708,-1.5723
00:00:00.702.250,0.0708,-1.6113
00:00:00.702.500,0.0903,-1.6406
00:00:00.702.750,0.0903,-1.6821
00:00:00.703.000,0.0903,-1.7017
00:00:00.703.250,0.1196,-1.7017
00:00:00.703.500,0.1489,-1.6528
00:00:00.703.750,0.1709,-1.5527
00:00:00.704.000,0.1904,-1.4722
00:00:00.704.250,0.2002,-1.3818
00:00:00.704.500,0.2393,-1.2744
00:00:00.704.750,0.2490,-1.1548
00:00:00.705.000,0.2783,-1.0547
00:00:00.705.250,0.3198,-0.8960
00:00:00.705.500,0.3296,-0.7568
00:00:00.705.750,0.3687,-0.5762
00:00:00.706.000,0.3784,-0.4370
00:00:00.706.250,0.4077,-0.3076
00:00:00.706.500,0.4395,-0.1587
00:00:00.706.750,0.4785,-0.0195
00:00:00.707.000,0.4785,0.1099
00:00:00.707.250,0.5078,0.2490
00:00:00.707.500,0.5078,0.3589
00:00:00.707.750,0.4785,0.4688
00:00:00.708.000,0.4785,0.5688
00:00:00.708.250,0.4395,0.6665
00:00:00.708.500,0.3979,0.7764
00:00:00.708.750,0.3394,0.8667
00:00:00.709.000,0.2686,0.9473
00:00:00.709.250,0.2490,1.0254
00:00:00.709.500,0.2002,1.0864
00:00:00.709.750,0.1587,1.1548
00:00:00.710.000,0.1294,1.2256
00:00:00.710.250,0.1099,1.2744
00:00:00.710.500,0.0610,1.3452
00:00:00.710.750,0.0610,1.3843
00:00:00.711.000,0.0415,1.4331
00:00:00.711.250,0.0293,1.4648
00:00:00.711.500,0.0195,1.4941
00:00:00.711.750,0.0098,1.5234
00:00:00.712.000,0.0098,1.5527
00:00:00.712.250,-0.0195,1.5820
00:00:00.712.500,-0.0195,1.6235
00:00:00.712.750,-0.0195,1.6626
00:00:00.713.000,-0.0391,1.6919
00:00:00.713.250,-0.0488,1.6919
00:00:00.713.500,-0.0879,1.6235
00:00:00.713.750,-0.1294,1.5625
00:00:00.714.000,-0.1392,1.4844
00:00:00.714.250,-0.1489,1.3647
00:00:00.714.500,-0.1782,1.2744
00:00:00.714.750,-0.2173,1.1646
00:00:00.715.000,-0.2393,1.0547
00:00:00.715.250,-0.2393,0.9058
00:00:00.715.500,-0.2783,0.7471
00:00:00.715.750,-0.3174,0.5688
00:00:00.716.000,-0.3271,0.4297
00:00:00.716.250,-0.3369,0.2881
00:00:00.716.500,-0.3589,0.1489
00:00:00.716.750,-0.4077,0.0098
00:00:00.717.000,-0.4175,-0.1392
00:00:00.717.250,-0.4175,-0.2686
00:00:00.717.500,-0.3979,-0.3882
00:00:00.717.750,-0.3784,-0.5078
00:00:00.718.000,-0.3687,-0.6055
00:00:00.718.250,-0.3076,-0.7056
00:00:00.718.500,-0.2588,-0.8057
00:00:00.718.750,-0.1978,-0.8862
00:00:00.719.000,-0.1782,-0.9644
00:00:00.719.250,-0.1196,-1.0547
00:00:00.719.500,-0.1001,-1.1230
00:00:00.719.750,-0.0684,-1.1841
00:00:00.720.000,-0.0391,-1.2524
00:00:00.720.250,0.0098,-1.3135
00:00:00.720.500,0.0000,-1.3623
00:00:00.720.750,0.0098,-1.4136
00:00:00.721.000,0.0293,-1.4526
00:00:00.721.250,0.0610,-1.4917
00:00:00.721.500,0.0610,-1.5332
00:00:00.721.750,0.0708,-1.5625
00:00:00.722.000,0.0708,-1.5918
00:00:00.722.250,0.0806,-1.6113
00:00:00.722.500,0.0903,-1.6406
00:00:00.722.750,0.0610,-1.6724
00:00:00.723.000,0.0806,-1.7114
00:00:00.723.250,0.1196,-1.7212
00:00:00.723.500,0.1904,-1.6821
00:00:00.723.750,0.2002,-1.5918
00:00:00.724.000,0.2100,-1.4917
00:00:00.724.250,0.2393,-1.4136
00:00:00.724.500,0.2490,-1.3037
00:00:00.724.750,0.2490,-1.1938
00:00:00.725.000,0.2881,-1.0645
00:00:00.725.250,0.3296,-0.9253
00:00:00.725.500,0.3589,-0.7666
00:00:00.725.750,0.3882,-0.5859
00:00:00.726.000,0.3784,-0.4370
00:00:00.726.250,0.3979,-0.3076
00:00:00.726.500,0.4395,-0.1587
00:00:00.726.750,0.4785,-0.0195
00:00:00.727.000,0.4980,0.1196
00:00:00.727.250,0.5078,0.2588
00:00:00.727.500,0.4980,0.3784
00:00:00.727.750,0.5078,0.4883
00:00:00.728.000,0.4688,0.5884
00:00:00.728.250,0.4492,0.7080
00:00:00.728.500,0.3784,0.7861
00:00:00.728.750,0.3394,0.8862
00:00:00.729.000,0.3003,0.9766
00:00:00.729.250,0.2393,1.0449
00:00:00.729.500,0.2100,1.1157
00:00:00.729.750,0.1587,1.1743
00:00:00.730.000,0.1392,1.2354
00:00:00.730.250,0.1099,1.2842
00:00:00.730.500,0.0806,1.3452
00:00:00.730.750,0.0513,1.3843
00:00:00.731.000,0.0195,1.4331
00:00:00.731.250,0.0415,1.4526
00:00:00.731.500,0.0195,1.5137
00:00:00.731.750,0.0000,1.5332
00:00:00.732.000,0.0000,1.5625
00:00:00.732.250,0.0000,1.6138
00:00:00.732.500,-0.0195,1.6431
00:00:00.732.750,-0.0098,1.6626
00:00:00.733.000,-0.0391,1.6821
00:00:00.733.250,-0.0781,1.6626
00:00:00.733.500,-0.0781,1.6235
00:00:00.733.750,-0.1294,1.5332
00:00:00.734.000,-0.1294,1.4429
00:00:00.734.250,-0.1294,1.3550
00:00:00.734.500,-0.1782,1.2451
00:00:00.734.750,-0.1880,1.1353
00:00:00.735.000,-0.1978,1.0059
00:00:00.735.250,-0.2490,0.8667
00:00:00.735.500,-0.2783,0.7178
00:00:00.735.750,-0.3076,0.5469
00:00:00.736.000,-0.3271,0.4077
00:00:00.736.250,-0.3271,0.2686
00:00:00.736.500,-0.3882,0.1392
00:00:00.736.750,-0.3882,0.0000
00:00:00.737.000,-0.4077,-0.1392
00:00:00.737.250,-0.4272,-0.2686
00:00:00.737.500,-0.4077,-0.3784
00:00:00.737.750,-0.4077,-0.4883
00:00:00.738.000,-0.3784,-0.5762
00:00:00.738.250,-0.3271,-0.6860
00:00:00.738.500,-0.2783,-0.7764
00:00:00.738.750,-0.2075,-0.8643
00:00:00.739.000,-0.1685,-0.9546
00:00:00.739.250,-0.1294,-1.0449
00:00:00.739.500,-0.0781,-1.1035
00:00:00.739.750,-0.0586,-1.1646
00:00:00.740.000,-0.0488,-1.2231
00:00:00.740.250,-0.0195,-1.2842
00:00:00.740.500,-0.0098,-1.3428
00:00:00.740.750,-0.0098,-1.3940
00:00:00.741.000,0.0195,-1.4526
00:00:00.741.250,0.0415,-1.5015
00:00:00.741.500,0.0415,-1.5112
00:00:00.741.750,0.0708,-1.5527
00:00:00.742.000,0.0610,-1.5820
00:00:00.742.250,0.0610,-1.6113
00:00:00.742.500,0.0806,-1.6309
00:00:00.742.750,0.0708,-1.6821
00:00:00.743.000,0.0708,-1.7017
00:00:00.743.250,0.1196,-1.6919
00:00:00.743.500,0.1709,-1.6406
00:00:00.743.750,0.1709,-1.5527
00:00:00.744.000,0.1807,-1.4624
00:00:00.744.250,0.2002,-1.3623
00:00:00.744.500,0.2100,-1.2744
00:00:00.744.750,0.2588,-1.1646
00:00:00.745.000,0.2783,-1.0352
00:00:00.745.250,0.3198,-0.9058
00:00:00.745.500,0.3394,-0.7349
00:00:00.745.750,0.3784,-0.5762
00:00:00.746.000,0.3687,-0.4370
00:00:00.746.250,0.4175,-0.3076
00:00:00.746.500,0.4492,-0.1587
00:00:00.746.750,0.4688,-0.0195
00:00:00.747.000,0.5078,0.1196
00:00:00.747.250,0.5078,0.2393
00:00:00.747.500,0.4980,0.3687
00:00:00.747.750,0.4980,0.4785
00:00:00.748.000,0.4590,0.5786
00:00:00.748.250,0.4492,0.6665
00:00:00.748.500,0.3882,0.7666
00:00:00.748.750,0.3394,0.8472
00:00:00.749.000,0.2881,0.9473
00:00:00.749.250,0.2490,1.0059
00:00:00.749.500,0.2100,1.0864
00:00:00.749.750,0.1807,1.1646
00:00:00.750.000,0.1294,1.2256
00:00:00.750.250,0.0903,1.2646
00:00:00.750.500,0.0903,1.3354
00:00:00.750.750,0.0513,1.3745
00:00:00.751.000,0.0293,1.4233
00:00:00.751.250,0.0098,1.4429
00:00:00.751.500,0.0195,1.4844
00:00:00.751.750,-0.0195,1.5137
00:00:00.752.000,-0.0293,1.5625
00:00:00.752.250,-0.0195,1.5820
00:00:00.752.500,-0.0195,1.6138
00:00:00.752.750,0.0000,1.6528
00:00:00.753.000,-0.0586,1.6821
00:00:00.753.250,-0.0684,1.6821
00:00:00.753.500,-0.1001,1.6138
00:00:00.753.750,-0.1392,1.5332
00:00:00.754.000,-0.1392,1.4429
00:00:00.754.250,-0.1489,1.3550
00:00:00.754.500,-0.1880,1.2451
00:00:00.754.750,-0.1978,1.1255
00:00:00.755.000,-0.2075,1.0156
00:00:00.755.250,-0.2588,0.8765
00:00:00.755.500,-0.2783,0.7080
00:00:00.755.750,-0.2979,0.5591
00:00:00.756.000,-0.3174,0.4077
00:00:00.756.250,-0.3467,0.2783
00:00:00.756.500,-0.3784,0.1392
00:00:00.756.750,-0.3979,0.0000
00:00:00.757.000,-0.3979,-0.1294
00:00:00.757.250,-0.4175,-0.2588
00:00:00.757.500,-0.4370,-0.3784
00:00:00.757.750,-0.4077,-0.4980
00:00:00.758.000,-0.3687,-0.5957
00:00:00.758.250,-0.3174,-0.6763
00:00:00.758.500,-0.2588,-0.7861
00:00:00.758.750,-0.2173,-0.8643
00:00:00.759.000,-0.1782,-0.9546
00:00:00.759.250,-0.1294,-1.0449
00:00:00.759.500,-0.1196,-1.1133
00:00:00.759.750,-0.0586,-1.1841
00:00:00.760.000,-0.0586,-1.2329
00:00:00.760.250,-0.0293,-1.2939
00:00:00.760.500,0.0000,-1.3428
00:00:00.760.750,0.0000,-1.3940
00:00:00.761.000,0.0293,-1.4526
00:00:00.761.250,0.0293,-1.4819
00:00:00.761.500,0.0415,-1.5234
00:00:00.761.750,0.0610,-1.5527
00:00:00.762.000,0.0708,-1.5820
00:00:00.762.250,0.0708,-1.6113
00:00:00.762.500,0.0806,-1.6211
00:00:00.762.750,0.0610,-1.6626
00:00:00.763.000,0.0806,-1.6919
00:00:00.763.250,0.1196,-1.6919
00:00:00.763.500,0.1807,-1.6211
00:00:00.763.750,0.1709,-1.5430
00:00:00.764.000,0.1709,-1.4429
00:00:00.764.250,0.2197,-1.3525
00:00:00.764.500,0.2295,-1.2427
00:00:00.764.750,0.2588,-1.1353
00:00:00.765.000,0.2686,-1.0254
00:00:00.765.250,0.3101,-0.8862
00:00:00.765.500,0.3491,-0.7349
00:00:00.765.750,0.3687,-0.5762
00:00:00.766.000,0.3687,-0.4175
00:00:00.766.250,0.4175,-0.3076
00:00:00.766.500,0.4492,-0.1489
00:00:00.766.750,0.4785,-0.0098
00:00:00.767.000,0.5078,0.1099
00:00:00.767.250,0.4980,0.2490
00:00:00.767.500,0.4980,0.3491
00:00:00.767.750,0.4980,0.4590
00:00:00.768.000,0.4785,0.5688
00:00:00.768.250,0.4492,0.6567
00:00:00.768.500,0.3979,0.7568
00:00:00.768.750,0.3394,0.8569
00:00:00.769.000,0.3003,0.9253
00:00:00.769.250,0.2588,1.0059
00:00:00.769.500,0.2100,1.0864
00:00:00.769.750,0.1709,1.1548
00:00:00.770.000,0.1196,1.2061
00:00:00.770.250,0.1001,1.2744
00:00:00.770.500,0.0903,1.3232
00:00:00.770.750,0.0806,1.3745
00:00:00.771.000,0.0513,1.4233
00:00:00.771.250,0.0513,1.4526
00:00:00.771.500,0.0293,1.4746
00:00:00.771.750,0.0195,1.5234
00:00:00.772.000,-0.0098,1.5625
00:00:00.772.250,-0.0195,1.5625
00:00:00.772.500,-0.0098,1.6138
00:00:00.772.750,-0.0098,1.6528
00:00:00.773.000,-0.0684,1.6724
00:00:00.773.250,-0.0684,1.6626
00:00:00.773.500,-0.0879,1.6040
00:00:00.773.750,-0.1294,1.5332
00:00:00.774.000,-0.1489,1.4429
00:00:00.774.250,-0.1587,1.3550
00:00:00.774.500,-0.1880,1.2354
00:00:00.774.750,-0.1880,1.1157
00:00:00.775.000,-0.2295,1.0156
00:00:00.775.250,-0.2588,0.8765
00:00:00.775.500,-0.2881,0.7178
00:00:00.775.750,-0.3174,0.5591
00:00:00.776.000,-0.3271,0.4175
00:00:00.776.250,-0.3369,0.2686
00:00:00.776.500,-0.3784,0.1392
00:00:00.776.750,-0.4077,0.0000
00:00:00.777.000,-0.4370,-0.1392
00:00:00.777.250,-0.4272,-0.2783
00:00:00.777.500,-0.4077,-0.3784
00:00:00.777.750,-0.3979,-0.4980
00:00:00.778.000,-0.3784,-0.5957
00:00:00.778.250,-0.3271,-0.6958
00:00:00.778.500,-0.2588,-0.7764
00:00:00.778.750,-0.2075,-0.8765
00:00:00.779.000,-0.1685,-0.9546
00:00:00.779.250,-0.1392,-1.0352
00:00:00.779.500,-0.1099,-1.1230
00:00:00.779.750,-0.0586,-1.1841
00:00:00.780.000,-0.0391,-1.2427
00:00:00.780.250,-0.0195,-1.2939
00:00:00.780.500,0.0000,-1.3623
00:00:00.780.750,0.0000,-1.3940
00:00:00.781.000,0.0293,-1.4429
00:00:00.781.250,0.0415,-1.4819
00:00:00.781.500,0.0513,-1.5234
00:00:00.781.750,0.0708,-1.5527
00:00:00.782.000,0.0903,-1.5820
00:00:00.782.250,0.0610,-1.6211
00:00:00.782.500,0.0708,-1.6406
00:00:00.782.750,0.0708,-1.6821
00:00:00.783.000,0.0806,-1.7017
00:00:00.783.250,0.1001,-1.6919
00:00:00.783.500,0.1709,-1.6406
00:00:00.783.750,0.1709,-1.5430
00:00:00.784.000,0.1904,-1.4624
00:00:00.784.250,0.2100,-1.3623
00:00:00.784.500,0.2295,-1.2524
00:00:00.784.750,0.2490,-1.1548
00:00:00.785.000,0.2686,-1.0352
00:00:00.785.250,0.3101,-0.8960
00:00:00.785.500,0.3589,-0.7349
00:00:00.785.750,0.3589,-0.5762
00:00:00.786.000,0.3784,-0.4272
00:00:00.786.250,0.4297,-0.2979
00:00:00.786.500,0.4590,-0.1489
00:00:00.786.750,0.4688,-0.0293
00:00:00.787.000,0.5078,0.1196
00:00:00.787.250,0.5078,0.2393
00:00:00.787.500,0.4980,0.3589
00:00:00.787.750,0.4980,0.4785
00:00:00.788.000,0.4785,0.5688
00:00:00.788.250,0.4492,0.6763
00:00:00.788.500,0.3979,0.7764
00:00:00.788.750,0.3296,0.8569
00:00:00.789.000,0.2881,0.9351
00:00:00.789.250,0.2393,1.0156
00:00:00.789.500,0.2295,1.0864
00:00:00.789.750,0.1807,1.1548
00:00:00.790.000,0.1392,1.2256
00:00:00.790.250,0.1099,1.2744
00:00:00.790.500,0.0903,1.3232
00:00:00.790.750,0.0708,1.3745
00:00:00.791.000,0.0293,1.4136
00:00:00.791.250,0.0293,1.4526
00:00:00.791.500,0.0000,1.4746
00:00:00.791.750,0.0195,1.5234
00:00:00.792.000,0.0098,1.5527
00:00:00.792.250,0.0000,1.5942
00:00:00.792.500,0.0000,1.6138
00:00:00.792.750,0.0000,1.6528
00:00:00.793.000,-0.0391,1.6821
00:00:00.793.250,-0.0684,1.6724
00:00:00.793.500,-0.1001,1.6138
00:00:00.793.750,-0.1294,1.5137
00:00:00.794.000,-0.1489,1.4429
00:00:00.794.250,-0.1489,1.3452
00:00:00.794.500,-0.1685,1.2354
00:00:00.794.750,-0.1782,1.1255
00:00:00.795.000,-0.2295,1.0156
00:00:00.795.250,-0.2588,0.8765
00:00:00.795.500,-0.2979,0.7080
00:00:00.795.750,-0.2881,0.5688
00:00:00.796.000,-0.3076,0.4175
00:00:00.796.250,-0.3467,0.2783
00:00:00.796.500,-0.3784,0.1294
00:00:00.796.750,-0.3784,0.0000
00:00:00.797.000,-0.4272,-0.1294
00:00:00.797.250,-0.4272,-0.2686
00:00:00.797.500,-0.4175,-0.3882
00:00:00.797.750,-0.4175,-0.4980
00:00:00.798.000,-0.3979,-0.5957
00:00:00.798.250,-0.3271,-0.6958
00:00:00.798.500,-0.2686,-0.7959
00:00:00.798.750,-0.2173,-0.8862
00:00:00.799.000,-0.1782,-0.9448
00:00:00.799.250,-0.1099,-1.0352
00:00:00.799.500,-0.1001,-1.1133
00:00:00.799.750,-0.0586,-1.1841
00:00:00.800.000,-0.0586,-1.2427
00:00:00.800.250,-0.0195,-1.2939
00:00:00.800.500,-0.0098,-1.3525
00:00:00.800.750,0.0195,-1.4136
00:00:00.801.000,0.0195,-1.4429
00:00:00.801.250,0.0513,-1.4819
00:00:00.801.500,0.0513,-1.5234
00:00:00.801.750,0.0610,-1.5527
00:00:00.802.000,0.0806,-1.5820
00:00:00.802.250,0.0903,-1.6113
00:00:00.802.500,0.1001,-1.6406
00:00:00.802.750,0.0610,-1.6821
00:00:00.803.000,0.0708,-1.7017
00:00:00.803.250,0.1099,-1.7017
00:00:00.803.500,0.1709,-1.6406
00:00:00.803.750,0.1807,-1.5625
00:00:00.804.000,0.1904,-1.4624
00:00:00.804.250,0.2197,-1.3525
00:00:00.804.500,0.2393,-1.2744
00:00:00.804.750,0.2588,-1.1548
00:00:00.805.000,0.2783,-1.0156
00:00:00.805.250,0.3296,-0.8960
00:00:00.805.500,0.3491,-0.7568
00:00:00.805.750,0.3784,-0.5566
00:00:00.806.000,0.3784,-0.4370
00:00:00.806.250,0.4175,-0.2979
00:00:00.806.500,0.4492,-0.1489
00:00:00.806.750,0.4785,-0.0098
00:00:00.807.000,0.4980,0.1196
00:00:00.807.250,0.5078,0.2490
00:00:00.807.500,0.4980,0.3589
00:00:00.807.750,0.4980,0.4785
00:00:00.808.000,0.4590,0.5884
00:00:00.808.250,0.4492,0.6763
00:00:00.808.500,0.3979,0.7666
00:00:00.808.750,0.3394,0.8569
00:00:00.809.000,0.2686,0.9351
00:00:00.809.250,0.2393,1.0156
00:00:00.809.500,0.2197,1.0962
00:00:00.809.750,0.1709,1.1646
00:00:00.810.000,0.1587,1.2256
00:00:00.810.250,0.1099,1.2744
00:00:00.810.500,0.1001,1.3135
00:00:00.810.750,0.0708,1.3745
00:00:00.811.000,0.0513,1.4136
00:00:00.811.250,0.0513,1.4648
00:00:00.811.500,0.0195,1.4941
00:00:00.811.750,0.0195,1.5039
00:00:00.812.000,0.0000,1.5332
00:00:00.812.250,-0.0098,1.5820
00:00:00.812.500,-0.0098,1.6040
00:00:00.812.750,-0.0195,1.6528
00:00:00.813.000,-0.0293,1.6821
00:00:00.813.250,-0.0488,1.6821
00:00:00.813.500,-0.1099,1.6235
00:00:00.813.750,-0.1099,1.5234
00:00:00.814.000,-0.1489,1.4429
00:00:00.814.250,-0.1587,1.3452
00:00:00.814.500,-0.1685,1.2451
00:00:00.814.750,-0.1880,1.1255
00:00:00.815.000,-0.2075,1.0156
00:00:00.815.250,-0.2490,0.8667
00:00:00.815.500,-0.2686,0.7080
00:00:00.815.750,-0.2881,0.5371
00:00:00.816.000,-0.2979,0.3882
00:00:00.816.250,-0.3369,0.2686
00:00:00.816.500,-0.3784,0.1392
00:00:00.816.750,-0.4077,0.0000
00:00:00.817.000,-0.4077,-0.1392
00:00:00.817.250,-0.4272,-0.2686
00:00:00.817.500,-0.4272,-0.3882
00:00:00.817.750,-0.3979,-0.5078
00:00:00.818.000,-0.3882,-0.5957
00:00:00.818.250,-0.3174,-0.6860
00:00:00.818.500,-0.2686,-0.7861
00:00:00.818.750,-0.2075,-0.8643
00:00:00.819.000,-0.1880,-0.9644
00:00:00.819.250,-0.1294,-1.0449
00:00:00.819.500,-0.1196,-1.1133
00:00:00.819.750,-0.0684,-1.1938
00:00:00.820.000,-0.0391,-1.2524
00:00:00.820.250,-0.0195,-1.3037
00:00:00.820.500,0.0000,-1.3428
00:00:00.820.750,0.0000,-1.4038
00:00:00.821.000,0.0293,-1.4429
00:00:00.821.250,0.0293,-1.4917
00:00:00.821.500,0.0513,-1.5234
00:00:00.821.750,0.0610,-1.5625
00:00:00.822.000,0.0610,-1.5820
00:00:00.822.250,0.0806,-1.6113
00:00:00.822.500,0.0708,-1.6406
00:00:00.822.750,0.0708,-1.6724
00:00:00.823.000,0.0806,-1.7114
00:00:00.823.250,0.1294,-1.7114
00:00:00.823.500,0.1904,-1.6528
00:00:00.823.750,0.1807,-1.5527
00:00:00.824.000,0.2002,-1.4722
00:00:00.824.250,0.2197,-1.3721
00:00:00.824.500,0.2393,-1.2646
00:00:00.824.750,0.2588,-1.1548
00:00:00.825.000,0.2783,-1.0156
00:00:00.825.250,0.3198,-0.8960
00:00:00.825.500,0.3491,-0.7349
00:00:00.825.750,0.3687,-0.5664
00:00:00.826.000,0.3784,-0.4272
00:00:00.826.250,0.4175,-0.2881
00:00:00.826.500,0.4590,-0.1587
00:00:00.826.750,0.4688,-0.0098
00:00:00.827.000,0.5078,0.1196
00:00:00.827.250,0.4980,0.2588
00:00:00.827.500,0.5078,0.3687
00:00:00.827.750,0.5078,0.4688
00:00:00.828.000,0.4688,0.5884
00:00:00.828.250,0.4492,0.6665
00:00:00.828.500,0.3979,0.7666
00:00:00.828.750,0.3491,0.8472
00:00:00.829.000,0.2881,0.9351
00:00:00.829.250,0.2295,1.0156
00:00:00.829.500,0.2100,1.0962
00:00:00.829.750,0.1807,1.1548
00:00:00.830.000,0.1489,1.2354
00:00:00.830.250,0.1099,1.2842
00:00:00.830.500,0.0806,1.3354
00:00:00.830.750,0.0610,1.3843
00:00:00.831.000,0.0415,1.4233
00:00:00.831.250,0.0195,1.4746
00:00:00.831.500,0.0195,1.5039
00:00:00.831.750,0.0000,1.5332
00:00:00.832.000,-0.0098,1.5625
00:00:00.832.250,-0.0195,1.5820
00:00:00.832.500,-0.0098,1.6333
00:00:00.832.750,-0.0098,1.6724
00:00:00.833.000,-0.0488,1.6919
00:00:00.833.250,-0.0586,1.6919
00:00:00.833.500,-0.1099,1.6235
00:00:00.833.750,-0.1099,1.5332
00:00:00.834.000,-0.1392,1.4429
00:00:00.834.250,-0.1489,1.3550
