time,ch0,ch1
00:00:00.333.500,-0.1489,1.8115
00:00:00.333.750,-0.2075,1.7236
00:00:00.334.000,-0.2173,1.5942
00:00:00.334.250,-0.1978,1.5039
00:00:00.334.500,-0.2173,1.3843
00:00:00.334.750,-0.2173,1.2744
00:00:00.335.000,-0.2588,1.1450
00:00:00.335.250,-0.2686,0.9863
00:00:00.335.500,-0.2979,0.8179
00:00:00.335.750,-0.3076,0.6567
00:00:00.336.000,-0.3076,0.4980
00:00:00.336.250,-0.3589,0.3491
00:00:00.336.500,-0.3687,0.2002
00:00:00.336.750,-0.3979,0.0415
00:00:00.337.000,-0.4077,-0.1001
00:00:00.337.250,-0.4272,-0.2588
00:00:00.337.500,-0.4175,-0.3784
00:00:00.337.750,-0.3882,-0.5078
00:00:00.338.000,-0.3687,-0.6274
00:00:00.338.250,-0.3271,-0.7251
00:00:00.338.500,-0.2686,-0.8350
00:00:00.338.750,-0.1880,-0.9351
00:00:00.339.000,-0.1392,-1.0449
00:00:00.339.250,-0.1099,-1.0938
00:00:00.339.500,-0.0488,-1.1938
00:00:00.339.750,-0.0195,-1.2646
00:00:00.340.000,0.0000,-1.3428
00:00:00.340.250,0.0195,-1.3940
00:00:00.340.500,0.0293,-1.4526
00:00:00.340.750,0.0610,-1.5112
00:00:00.341.000,0.0610,-1.5625
00:00:00.341.250,0.0806,-1.5918
00:00:00.341.500,0.1001,-1.6528
00:00:00.341.750,0.1196,-1.6724
00:00:00.342.000,0.1196,-1.7310
00:00:00.342.250,0.1294,-1.7505
00:00:00.342.500,0.1489,-1.7700
00:00:00.342.750,0.1392,-1.8115
00:00:00.343.000,0.1489,-1.8311
00:00:00.343.250,0.1904,-1.8408
00:00:00.343.500,0.2295,-1.8213
00:00:00.343.750,0.2197,-1.7603
00:00:00.344.000,0.2393,-1.6211
00:00:00.344.250,0.2393,-1.5234
00:00:00.344.500,0.2686,-1.4233
00:00:00.344.750,0.3003,-1.3037
00:00:00.345.000,0.3101,-1.1548
00:00:00.345.250,0.3491,-1.0156
00:00:00.345.500,0.3784,-0.8447
00:00:00.345.750,0.3882,-0.6860
00:00:00.346.000,0.4077,-0.5273
00:00:00.346.250,0.4077,-0.3467
00:00:00.346.500,0.4395,-0.2173
00:00:00.346.750,0.4590,-0.0684
00:00:00.347.000,0.4980,0.0903
00:00:00.347.250,0.4590,0.2490
00:00:00.347.500,0.4883,0.3687
00:00:00.347.750,0.4883,0.4883
00:00:00.348.000,0.4297,0.6177
00:00:00.348.250,0.4175,0.7275
00:00:00.348.500,0.3882,0.8374
00:00:00.348.750,0.3198,0.9253
00:00:00.349.000,0.2588,1.0059
00:00:00.349.250,0.2197,1.1060
00:00:00.349.500,0.1709,1.1938
00:00:00.349.750,0.1294,1.2451
00:00:00.350.000,0.0903,1.3232
00:00:00.350.250,0.0610,1.3745
00:00:00.350.500,0.0513,1.4331
00:00:00.350.750,0.0000,1.4844
00:00:00.351.000,-0.0098,1.5332
00:00:00.351.250,-0.0293,1.5942
00:00:00.351.500,-0.0488,1.6235
00:00:00.351.750,-0.0586,1.6528
00:00:00.352.000,-0.0684,1.6919
00:00:00.352.250,-0.0781,1.7114
00:00:00.352.500,-0.0488,1.7432
00:00:00.352.750,-0.0586,1.7920
00:00:00.353.000,-0.1001,1.8213
00:00:00.353.250,-0.1685,1.8311
00:00:00.353.500,-0.1685,1.8115
00:00:00.353.750,-0.2075,1.7114
00:00:00.354.000,-0.1880,1.6040
00:00:00.354.250,-0.1978,1.4941
00:00:00.354.500,-0.2173,1.3940
00:00:00.354.750,-0.2295,1.2744
00:00:00.355.000,-0.2393,1.1255
00:00:00.355.250,-0.2588,0.9863
00:00:00.355.500,-0.3076,0.8276
00:00:00.355.750,-0.3369,0.6567
00:00:00.356.000,-0.3271,0.4883
00:00:00.356.250,-0.3271,0.3491
00:00:00.356.500,-0.3589,0.1904
00:00:00.356.750,-0.3784,0.0415
00:00:00.357.000,-0.3784,-0.1099
00:00:00.357.250,-0.3882,-0.2490
00:00:00.357.500,-0.3979,-0.3979
00:00:00.357.750,-0.3687,-0.5176
00:00:00.358.000,-0.3369,-0.6274
00:00:00.358.250,-0.2783,-0.7471
00:00:00.358.500,-0.2393,-0.8545
00:00:00.358.750,-0.1685,-0.9546
00:00:00.359.000,-0.1294,-1.0547
00:00:00.359.250,-0.0879,-1.1230
00:00:00.359.500,-0.0684,-1.1938
00:00:00.359.750,-0.0195,-1.2744
00:00:00.360.000,0.0000,-1.3232
00:00:00.360.250,0.0195,-1.4038
00:00:00.360.500,0.0415,-1.4429
00:00:00.360.750,0.0610,-1.5112
00:00:00.361.000,0.1001,-1.5625
00:00:00.361.250,0.1001,-1.6016
00:00:00.361.500,0.0903,-1.6309
00:00:00.361.750,0.1099,-1.6724
00:00:00.362.000,0.1294,-1.7212
00:00:00.362.250,0.1294,-1.7505
00:00:00.362.500,0.1392,-1.7822
00:00:00.362.750,0.1489,-1.8213
00:00:00.363.000,0.1587,-1.8408
00:00:00.363.250,0.1587,-1.8408
00:00:00.363.500,0.2295,-1.8311
00:00:00.363.750,0.3003,-1.7603
00:00:00.364.000,0.2588,-1.6211
00:00:00.364.250,0.2588,-1.5234
00:00:00.364.500,0.2881,-1.4136
00:00:00.364.750,0.3101,-1.2939
00:00:00.365.000,0.3198,-1.1646
00:00:00.365.250,0.3296,-1.0156
00:00:00.365.500,0.3589,-0.8545
00:00:00.365.750,0.3882,-0.6665
00:00:00.366.000,0.3882,-0.5078
00:00:00.366.250,0.3979,-0.3687
00:00:00.366.500,0.4395,-0.2075
00:00:00.366.750,0.4688,-0.0488
00:00:00.367.000,0.4590,0.1001
00:00:00.367.250,0.4883,0.2393
00:00:00.367.500,0.4688,0.3589
00:00:00.367.750,0.4785,0.4980
00:00:00.368.000,0.4395,0.6079
00:00:00.368.250,0.4297,0.7178
00:00:00.368.500,0.3784,0.8374
00:00:00.368.750,0.3198,0.9253
00:00:00.369.000,0.2588,1.0156
00:00:00.369.250,0.2100,1.1060
00:00:00.369.500,0.1709,1.1841
00:00:00.369.750,0.1196,1.2549
00:00:00.370.000,0.0903,1.3232
00:00:00.370.250,0.0708,1.3940
00:00:00.370.500,0.0195,1.4331
00:00:00.370.750,0.0098,1.4941
00:00:00.371.000,0.0098,1.5430
00:00:00.371.250,-0.0195,1.5942
00:00:00.371.500,-0.0391,1.6235
00:00:00.371.750,-0.0586,1.6626
00:00:00.372.000,-0.0586,1.7017
00:00:00.372.250,-0.0586,1.7017
00:00:00.372.500,-0.0781,1.7529
00:00:00.372.750,-0.0879,1.7920
00:00:00.373.000,-0.1099,1.8311
00:00:00.373.250,-0.1392,1.8408
00:00:00.373.500,-0.1489,1.8311
00:00:00.373.750,-0.2075,1.7334
00:00:00.374.000,-0.1880,1.6040
00:00:00.374.250,-0.2075,1.4941
00:00:00.374.500,-0.2075,1.3940
00:00:00.374.750,-0.2295,1.2744
00:00:00.375.000,-0.2490,1.1450
00:00:00.375.250,-0.2588,1.0059
00:00:00.375.500,-0.2881,0.8276
00:00:00.375.750,-0.3174,0.6470
00:00:00.376.000,-0.3369,0.4785
00:00:00.376.250,-0.3467,0.3589
00:00:00.376.500,-0.3589,0.1807
00:00:00.376.750,-0.3882,0.0415
00:00:00.377.000,-0.3979,-0.1099
00:00:00.377.250,-0.4175,-0.2588
00:00:00.377.500,-0.4077,-0.3882
00:00:00.377.750,-0.3882,-0.5078
00:00:00.378.000,-0.3589,-0.6372
00:00:00.378.250,-0.3076,-0.7349
00:00:00.378.500,-0.2295,-0.8447
00:00:00.378.750,-0.1880,-0.9448
00:00:00.379.000,-0.1294,-1.0352
00:00:00.379.250,-0.1001,-1.1133
00:00:00.379.500,-0.0391,-1.2134
00:00:00.379.750,-0.0195,-1.2646
00:00:00.380.000,0.0098,-1.3428
00:00:00.380.250,0.0195,-1.4136
00:00:00.380.500,0.0513,-1.4624
00:00:00.380.750,0.0610,-1.5332
00:00:00.381.000,0.0903,-1.5625
00:00:00.381.250,0.1099,-1.6016
00:00:00.381.500,0.1001,-1.6528
00:00:00.381.750,0.1196,-1.6919
00:00:00.382.000,0.1294,-1.7212
00:00:00.382.250,0.1294,-1.7505
00:00:00.382.500,0.1587,-1.7822
00:00:00.382.750,0.1294,-1.8213
00:00:00.383.000,0.1709,-1.8604
00:00:00.383.250,0.1807,-1.8506
00:00:00.383.500,0.2197,-1.8213
00:00:00.383.750,0.2686,-1.7310
00:00:00.384.000,0.2588,-1.6309
00:00:00.384.250,0.2588,-1.5234
00:00:00.384.500,0.3003,-1.4136
00:00:00.384.750,0.3101,-1.2842
00:00:00.385.000,0.3296,-1.1743
00:00:00.385.250,0.3394,-1.0156
00:00:00.385.500,0.3687,-0.8447
00:00:00.385.750,0.4077,-0.6665
00:00:00.386.000,0.3882,-0.5078
00:00:00.386.250,0.4175,-0.3589
00:00:00.386.500,0.4492,-0.2075
00:00:00.386.750,0.4883,-0.0586
00:00:00.387.000,0.4980,0.1001
00:00:00.387.250,0.4980,0.2393
00:00:00.387.500,0.4883,0.3687
00:00:00.387.750,0.4688,0.4883
00:00:00.388.000,0.4785,0.5981
00:00:00.388.250,0.4395,0.7080
00:00:00.388.500,0.3784,0.8179
00:00:00.388.750,0.3296,0.9253
00:00:00.389.000,0.2686,1.0254
00:00:00.389.250,0.2100,1.1060
00:00:00.389.500,0.1709,1.1743
00:00:00.389.750,0.1294,1.2549
00:00:00.390.000,0.0903,1.3232
00:00:00.390.250,0.0610,1.3940
00:00:00.390.500,0.0513,1.4331
00:00:00.390.750,0.0000,1.4941
00:00:00.391.000,0.0000,1.5527
00:00:00.391.250,-0.0293,1.6040
00:00:00.391.500,-0.0391,1.6235
00:00:00.391.750,-0.0488,1.6724
00:00:00.392.000,-0.0684,1.7017
00:00:00.392.250,-0.0684,1.7236
00:00:00.392.500,-0.0879,1.7725
00:00:00.392.750,-0.0586,1.8115
00:00:00.393.000,-0.1099,1.8408
00:00:00.393.250,-0.1392,1.8628
00:00:00.393.500,-0.1685,1.8530
00:00:00.393.750,-0.2295,1.7529
00:00:00.394.000,-0.2075,1.6138
00:00:00.394.250,-0.2075,1.5234
00:00:00.394.500,-0.2490,1.3940
00:00:00.394.750,-0.2490,1.2744
00:00:00.395.000,-0.2490,1.1548
00:00:00.395.250,-0.2783,0.9961
00:00:00.395.500,-0.3271,0.8472
00:00:00.395.750,-0.3467,0.6567
00:00:00.396.000,-0.3271,0.4883
00:00:00.396.250,-0.3784,0.3394
00:00:00.396.500,-0.3687,0.2002
00:00:00.396.750,-0.3882,0.0513
00:00:00.397.000,-0.3979,-0.1196
00:00:00.397.250,-0.4175,-0.2490
00:00:00.397.500,-0.4175,-0.3882
00:00:00.397.750,-0.3882,-0.5176
00:00:00.398.000,-0.3687,-0.6372
00:00:00.398.250,-0.2881,-0.7471
00:00:00.398.500,-0.2490,-0.8643
00:00:00.398.750,-0.1880,-0.9448
00:00:00.399.000,-0.1392,-1.0352
00:00:00.399.250,-0.1001,-1.1230
00:00:00.399.500,-0.0684,-1.2231
00:00:00.399.750,-0.0195,-1.2939
00:00:00.400.000,0.0098,-1.3721
00:00:00.400.250,0.0293,-1.4331
00:00:00.400.500,0.0513,-1.4722
00:00:00.400.750,0.0610,-1.5332
00:00:00.401.000,0.0903,-1.5723
00:00:00.401.250,0.0903,-1.6113
00:00:00.401.500,0.1099,-1.6528
00:00:00.401.750,0.1294,-1.6821
00:00:00.402.000,0.1294,-1.7310
00:00:00.402.250,0.1489,-1.7603
00:00:00.402.500,0.1489,-1.8018
00:00:00.402.750,0.1392,-1.8311
00:00:00.403.000,0.1489,-1.8604
00:00:00.403.250,0.1709,-1.8701
00:00:00.403.500,0.2490,-1.8506
00:00:00.403.750,0.2295,-1.7603
00:00:00.404.000,0.2686,-1.6406
00:00:00.404.250,0.2881,-1.5234
00:00:00.404.500,0.2881,-1.4038
00:00:00.404.750,0.2881,-1.2939
00:00:00.405.000,0.3198,-1.1646
00:00:00.405.250,0.3491,-1.0059
00:00:00.405.500,0.3687,-0.8447
00:00:00.405.750,0.3979,-0.6567
00:00:00.406.000,0.3979,-0.4980
00:00:00.406.250,0.4175,-0.3589
00:00:00.406.500,0.4688,-0.1978
00:00:00.406.750,0.4785,-0.0391
00:00:00.407.000,0.4785,0.1099
00:00:00.407.250,0.4785,0.2393
00:00:00.407.500,0.4883,0.3784
00:00:00.407.750,0.4785,0.5078
00:00:00.408.000,0.4395,0.6079
00:00:00.408.250,0.4175,0.7275
00:00:00.408.500,0.3687,0.8374
00:00:00.408.750,0.3101,0.9351
00:00:00.409.000,0.2686,1.0156
00:00:00.409.250,0.2100,1.1060
00:00:00.409.500,0.1807,1.1938
00:00:00.409.750,0.1294,1.2646
00:00:00.410.000,0.0806,1.3135
00:00:00.410.250,0.0806,1.3843
00:00:00.410.500,0.0415,1.4429
00:00:00.410.750,0.0098,1.5039
00:00:00.411.000,0.0000,1.5527
00:00:00.411.250,-0.0293,1.6040
00:00:00.411.500,-0.0391,1.6333
00:00:00.411.750,-0.0391,1.6724
00:00:00.412.000,-0.0586,1.6919
00:00:00.412.250,-0.0781,1.7114
00:00:00.412.500,-0.0684,1.7529
00:00:00.412.750,-0.0586,1.8018
00:00:00.413.000,-0.1001,1.8408
00:00:00.413.250,-0.1294,1.8408
00:00:00.413.500,-0.1294,1.8115
00:00:00.413.750,-0.1587,1.7236
00:00:00.414.000,-0.1782,1.5942
00:00:00.414.250,-0.1978,1.4844
00:00:00.414.500,-0.1978,1.3843
00:00:00.414.750,-0.2173,1.2646
00:00:00.415.000,-0.2393,1.1255
00:00:00.415.250,-0.2783,0.9961
00:00:00.415.500,-0.3174,0.8276
00:00:00.415.750,-0.3174,0.6567
00:00:00.416.000,-0.3174,0.4883
00:00:00.416.250,-0.3467,0.3296
00:00:00.416.500,-0.3687,0.2002
00:00:00.416.750,-0.3882,0.0513
00:00:00.417.000,-0.3882,-0.1099
00:00:00.417.250,-0.4077,-0.2686
00:00:00.417.500,-0.3882,-0.4077
00:00:00.417.750,-0.3882,-0.5371
00:00:00.418.000,-0.3369,-0.6665
00:00:00.418.250,-0.2783,-0.7764
00:00:00.418.500,-0.2393,-0.8862
00:00:00.418.750,-0.1782,-0.9741
00:00:00.419.000,-0.1294,-1.0645
00:00:00.419.250,-0.0879,-1.1450
00:00:00.419.500,-0.0488,-1.2134
00:00:00.419.750,-0.0098,-1.2744
00:00:00.420.000,0.0000,-1.3428
00:00:00.420.250,0.0195,-1.4136
00:00:00.420.500,0.0415,-1.4526
00:00:00.420.750,0.0610,-1.5112
00:00:00.421.000,0.0806,-1.5430
00:00:00.421.250,0.0903,-1.5918
00:00:00.421.500,0.0903,-1.6406
00:00:00.421.750,0.1099,-1.6724
00:00:00.422.000,0.1196,-1.7310
00:00:00.422.250,0.1489,-1.7603
00:00:00.422.500,0.1489,-1.7700
00:00:00.422.750,0.1392,-1.8115
00:00:00.423.000,0.1587,-1.8604
00:00:00.423.250,0.1709,-1.8506
00:00:00.423.500,0.2393,-1.8311
00:00:00.423.750,0.2197,-1.7114
00:00:00.424.000,0.2783,-1.6211
00:00:00.424.250,0.2588,-1.5112
00:00:00.424.500,0.2881,-1.4038
00:00:00.424.750,0.2783,-1.2842
00:00:00.425.000,0.3101,-1.1646
00:00:00.425.250,0.3394,-1.0156
00:00:00.425.500,0.3687,-0.8447
00:00:00.425.750,0.3784,-0.6567
00:00:00.426.000,0.3979,-0.5078
00:00:00.426.250,0.4175,-0.3589
00:00:00.426.500,0.4395,-0.1978
00:00:00.426.750,0.4590,-0.0488
00:00:00.427.000,0.4785,0.1001
00:00:00.427.250,0.4785,0.2295
00:00:00.427.500,0.4883,0.3784
00:00:00.427.750,0.4785,0.4883
00:00:00.428.000,0.4395,0.6079
00:00:00.428.250,0.4175,0.7178
00:00:00.428.500,0.3491,0.8276
00:00:00.428.750,0.2881,0.9155
00:00:00.429.000,0.2686,1.0156
00:00:00.429.250,0.1904,1.1060
00:00:00.429.500,0.1709,1.1743
00:00:00.429.750,0.1196,1.2549
00:00:00.430.000,0.1001,1.3135
00:00:00.430.250,0.0708,1.3843
00:00:00.430.500,0.0293,1.4429
00:00:00.430.750,0.0000,1.4941
00:00:00.431.000,0.0000,1.5430
00:00:00.431.250,-0.0293,1.6040
00:00:00.431.500,-0.0488,1.6333
00:00:00.431.750,-0.0488,1.6626
00:00:00.432.000,-0.0781,1.6919
00:00:00.432.250,-0.0781,1.7236
00:00:00.432.500,-0.0879,1.7529
00:00:00.432.750,-0.1001,1.8018
00:00:00.433.000,-0.1001,1.8213
00:00:00.433.250,-0.1685,1.8408
00:00:00.433.500,-0.1587,1.8213
00:00:00.433.750,-0.2075,1.7432
00:00:00.434.000,-0.2173,1.6040
00:00:00.434.250,-0.2075,1.4941
00:00:00.434.500,-0.2295,1.3940
00:00:00.434.750,-0.2295,1.2646
00:00:00.435.000,-0.2588,1.1450
00:00:00.435.250,-0.3076,0.9961
00:00:00.435.500,-0.3271,0.8276
00:00:00.435.750,-0.3467,0.6665
00:00:00.436.000,-0.3467,0.5273
00:00:00.436.250,-0.3369,0.3687
00:00:00.436.500,-0.3979,0.2002
00:00:00.436.750,-0.3979,0.0415
00:00:00.437.000,-0.4175,-0.1294
00:00:00.437.250,-0.4077,-0.2686
00:00:00.437.500,-0.3979,-0.4272
00:00:00.437.750,-0.3882,-0.5566
00:00:00.438.000,-0.3271,-0.6958
00:00:00.438.250,-0.2783,-0.8057
00:00:00.438.500,-0.2295,-0.9155
00:00:00.438.750,-0.1587,-0.9839
00:00:00.439.000,-0.1196,-1.0742
00:00:00.439.250,-0.0879,-1.1646
00:00:00.439.500,-0.0586,-1.2231
00:00:00.439.750,-0.0391,-1.2842
00:00:00.440.000,0.0098,-1.3232
00:00:00.440.250,0.0195,-1.3818
00:00:00.440.500,0.0415,-1.4526
00:00:00.440.750,0.0610,-1.5015
00:00:00.441.000,0.0903,-1.5527
00:00:00.441.250,0.0903,-1.5918
00:00:00.441.500,0.1099,-1.6406
00:00:00.441.750,0.1196,-1.6724
00:00:00.442.000,0.1196,-1.7212
00:00:00.442.250,0.1392,-1.7505
00:00:00.442.500,0.1392,-1.7920
00:00:00.442.750,0.1392,-1.8115
00:00:00.443.000,0.1587,-1.8408
00:00:00.443.250,0.1709,-1.8604
00:00:00.443.500,0.2295,-1.8213
00:00:00.443.750,0.2490,-1.7700
00:00:00.444.000,0.2686,-1.6528
00:00:00.444.250,0.2783,-1.5332
00:00:00.444.500,0.2881,-1.4136
00:00:00.444.750,0.3101,-1.3037
00:00:00.445.000,0.3101,-1.1646
00:00:00.445.250,0.3491,-1.0156
00:00:00.445.500,0.3687,-0.8447
00:00:00.445.750,0.3979,-0.6763
00:00:00.446.000,0.3882,-0.5176
00:00:00.446.250,0.4175,-0.3467
00:00:00.446.500,0.4590,-0.2173
00:00:00.446.750,0.4590,-0.0391
00:00:00.447.000,0.4883,0.1001
00:00:00.447.250,0.4883,0.2490
00:00:00.447.500,0.4883,0.3784
00:00:00.447.750,0.4785,0.5176
00:00:00.448.000,0.4590,0.6372
00:00:00.448.250,0.4175,0.7471
00:00:00.448.500,0.3784,0.8569
00:00:00.448.750,0.3003,0.9473
00:00:00.449.000,0.2686,1.0254
00:00:00.449.250,0.2100,1.1157
00:00:00.449.500,0.1587,1.1938
00:00:00.449.750,0.1392,1.2646
00:00:00.450.000,0.0903,1.3354
00:00:00.450.250,0.0610,1.4038
00:00:00.450.500,0.0293,1.4526
00:00:00.450.750,0.0098,1.5137
00:00:00.451.000,-0.0098,1.5723
00:00:00.451.250,-0.0195,1.5723
00:00:00.451.500,-0.0488,1.6333
00:00:00.451.750,-0.0391,1.6626
00:00:00.452.000,-0.0684,1.6919
00:00:00.452.250,-0.0781,1.7334
00:00:00.452.500,-0.0781,1.7627
00:00:00.452.750,-0.0586,1.7920
00:00:00.453.000,-0.1001,1.8213
00:00:00.453.250,-0.1294,1.8530
00:00:00.453.500,-0.1685,1.8213
00:00:00.453.750,-0.2075,1.7334
00:00:00.454.000,-0.2075,1.5942
00:00:00.454.250,-0.1978,1.4941
00:00:00.454.500,-0.2173,1.3843
00:00:00.454.750,-0.2393,1.2744
00:00:00.455.000,-0.2490,1.1450
00:00:00.455.250,-0.2783,0.9863
00:00:00.455.500,-0.3076,0.8276
00:00:00.455.750,-0.3174,0.6470
00:00:00.456.000,-0.3174,0.4883
00:00:00.456.250,-0.3467,0.3198
00:00:00.456.500,-0.3784,0.1904
00:00:00.456.750,-0.3784,0.0293
00:00:00.457.000,-0.3979,-0.1196
00:00:00.457.250,-0.3979,-0.2588
00:00:00.457.500,-0.3979,-0.3979
00:00:00.457.750,-0.3784,-0.5273
00:00:00.458.000,-0.3589,-0.6274
00:00:00.458.250,-0.2979,-0.7471
00:00:00.458.500,-0.2393,-0.8447
00:00:00.458.750,-0.1880,-0.9546
00:00:00.459.000,-0.1196,-1.0547
00:00:00.459.250,-0.0781,-1.1548
00:00:00.459.500,-0.0488,-1.2134
00:00:00.459.750,-0.0098,-1.2842
00:00:00.460.000,-0.0195,-1.3721
00:00:00.460.250,0.0293,-1.4233
00:00:00.460.500,0.0513,-1.4722
00:00:00.460.750,0.0806,-1.5332
00:00:00.461.000,0.0806,-1.5625
00:00:00.461.250,0.1001,-1.5918
00:00:00.461.500,0.1001,-1.6406
00:00:00.461.750,0.1196,-1.6821
00:00:00.462.000,0.1196,-1.7114
00:00:00.462.250,0.1392,-1.7700
00:00:00.462.500,0.1587,-1.7920
00:00:00.462.750,0.1392,-1.8213
00:00:00.463.000,0.1709,-1.8506
00:00:00.463.250,0.1807,-1.8604
00:00:00.463.500,0.2393,-1.8408
00:00:00.463.750,0.2295,-1.7505
00:00:00.464.000,0.2490,-1.6406
00:00:00.464.250,0.2881,-1.5332
00:00:00.464.500,0.3003,-1.4136
00:00:00.464.750,0.3003,-1.2939
00:00:00.465.000,0.3198,-1.1548
00:00:00.465.250,0.3491,-1.0254
00:00:00.465.500,0.3589,-0.8447
00:00:00.465.750,0.4077,-0.6665
00:00:00.466.000,0.3979,-0.4980
00:00:00.466.250,0.4077,-0.3589
00:00:00.466.500,0.4492,-0.1978
00:00:00.466.750,0.4688,-0.0488
00:00:00.467.000,0.4883,0.1196
00:00:00.467.250,0.4785,0.2490
00:00:00.467.500,0.4688,0.4077
00:00:00.467.750,0.4688,0.5176
00:00:00.468.000,0.4395,0.6470
00:00:00.468.250,0.4297,0.7568
00:00:00.468.500,0.3882,0.8569
00:00:00.468.750,0.3198,0.9253
00:00:00.469.000,0.2393,1.0254
00:00:00.469.250,0.2100,1.1060
00:00:00.469.500,0.1807,1.1841
00:00:00.469.750,0.1294,1.2744
00:00:00.470.000,0.0806,1.3232
00:00:00.470.250,0.0806,1.3843
00:00:00.470.500,0.0415,1.4429
00:00:00.470.750,0.0293,1.4941
00:00:00.471.000,0.0000,1.5527
00:00:00.471.250,-0.0488,1.6040
00:00:00.471.500,-0.0488,1.6333
00:00:00.471.750,-0.0488,1.6528
00:00:00.472.000,-0.0488,1.6919
00:00:00.472.250,-0.0488,1.7236
00:00:00.472.500,-0.0879,1.7529
00:00:00.472.750,-0.0879,1.7920
00:00:00.473.000,-0.1001,1.8408
00:00:00.473.250,-0.1392,1.8530
00:00:00.473.500,-0.1587,1.8213
00:00:00.473.750,-0.1880,1.7334
00:00:00.474.000,-0.1880,1.6040
00:00:00.474.250,-0.2075,1.4941
00:00:00.474.500,-0.2393,1.3843
00:00:00.474.750,-0.2393,1.2646
00:00:00.475.000,-0.2393,1.1353
00:00:00.475.250,-0.2881,0.9961
00:00:00.475.500,-0.3271,0.8276
00:00:00.475.750,-0.3369,0.6470
00:00:00.476.000,-0.3467,0.4785
00:00:00.476.250,-0.3784,0.3394
00:00:00.476.500,-0.3589,0.1807
00:00:00.476.750,-0.4077,0.0293
00:00:00.477.000,-0.3979,-0.1196
00:00:00.477.250,-0.4077,-0.2686
00:00:00.477.500,-0.3979,-0.3979
00:00:00.477.750,-0.4077,-0.5273
00:00:00.478.000,-0.3467,-0.6470
00:00:00.478.250,-0.2979,-0.7568
00:00:00.478.500,-0.2393,-0.8545
00:00:00.478.750,-0.1685,-0.9448
00:00:00.479.000,-0.1392,-1.0449
00:00:00.479.250,-0.0879,-1.1353
00:00:00.479.500,-0.0488,-1.2231
00:00:00.479.750,-0.0195,-1.2939
00:00:00.480.000,-0.0098,-1.3525
00:00:00.480.250,0.0415,-1.4331
00:00:00.480.500,0.0513,-1.4624
00:00:00.480.750,0.0513,-1.5015
00:00:00.481.000,0.0806,-1.5625
00:00:00.481.250,0.0903,-1.6016
00:00:00.481.500,0.1196,-1.6406
00:00:00.481.750,0.1196,-1.6724
00:00:00.482.000,0.1489,-1.7212
00:00:00.482.250,0.1489,-1.7603
00:00:00.482.500,0.1489,-1.7822
00:00:00.482.750,0.1294,-1.8213
00:00:00.483.000,0.1392,-1.8604
00:00:00.483.250,0.2002,-1.8604
00:00:00.483.500,0.2393,-1.8506
00:00:00.483.750,0.2490,-1.7603
00:00:00.484.000,0.2783,-1.6528
00:00:00.484.250,0.2783,-1.5112
00:00:00.484.500,0.2588,-1.4136
00:00:00.484.750,0.3003,-1.2842
00:00:00.485.000,0.3198,-1.1450
00:00:00.485.250,0.3394,-1.0254
00:00:00.485.500,0.3687,-0.8447
00:00:00.485.750,0.3784,-0.6567
00:00:00.486.000,0.4395,-0.4883
00:00:00.486.250,0.4175,-0.3369
00:00:00.486.500,0.4590,-0.1978
00:00:00.486.750,0.4590,-0.0391
00:00:00.487.000,0.4883,0.1099
00:00:00.487.250,0.4980,0.2490
00:00:00.487.500,0.4980,0.3882
00:00:00.487.750,0.4785,0.5078
00:00:00.488.000,0.4492,0.6177
00:00:00.488.250,0.4297,0.7275
00:00:00.488.500,0.3784,0.8472
00:00:00.488.750,0.3101,0.9351
00:00:00.489.000,0.2490,1.0156
00:00:00.489.250,0.2100,1.1060
00:00:00.489.500,0.1587,1.1938
00:00:00.489.750,0.1294,1.2646
00:00:00.490.000,0.0806,1.3232
00:00:00.490.250,0.0610,1.3940
00:00:00.490.500,0.0195,1.4429
00:00:00.490.750,-0.0098,1.4941
00:00:00.491.000,-0.0098,1.5527
00:00:00.491.250,-0.0195,1.6040
00:00:00.491.500,-0.0391,1.6333
00:00:00.491.750,-0.0391,1.6724
00:00:00.492.000,-0.0684,1.7017
00:00:00.492.250,-0.0586,1.7334
00:00:00.492.500,-0.0781,1.7725
00:00:00.492.750,-0.0781,1.8213
00:00:00.493.000,-0.1294,1.8530
00:00:00.493.250,-0.1587,1.8628
00:00:00.493.500,-0.1685,1.8408
00:00:00.493.750,-0.2075,1.7432
00:00:00.494.000,-0.2173,1.6138
00:00:00.494.250,-0.2075,1.5137
00:00:00.494.500,-0.2393,1.4038
00:00:00.494.750,-0.2490,1.2744
00:00:00.495.000,-0.2588,1.1450
00:00:00.495.250,-0.3076,1.0059
00:00:00.495.500,-0.3271,0.8276
00:00:00.495.750,-0.3369,0.6470
00:00:00.496.000,-0.3467,0.4883
00:00:00.496.250,-0.3589,0.3589
00:00:00.496.500,-0.3687,0.1807
00:00:00.496.750,-0.3979,0.0195
00:00:00.497.000,-0.4077,-0.1294
00:00:00.497.250,-0.4175,-0.2686
00:00:00.497.500,-0.4077,-0.4175
00:00:00.497.750,-0.3784,-0.5469
00:00:00.498.000,-0.3369,-0.6567
00:00:00.498.250,-0.2686,-0.7764
00:00:00.498.500,-0.2393,-0.8862
00:00:00.498.750,-0.1587,-0.9937
00:00:00.499.000,-0.1294,-1.0742
00:00:00.499.250,-0.0781,-1.1646
00:00:00.499.500,-0.0293,-1.2329
00:00:00.499.750,-0.0098,-1.3037
00:00:00.500.000,0.0098,-1.3721
