time,ch0,ch1
00:00:01.112.221,-0.3882,-0.4883
00:00:01.112.554,-0.3369,-0.6470
00:00:01.112.887,-0.2588,-0.7764
00:00:01.113.220,-0.1782,-0.9155
00:00:01.113.553,-0.1489,-1.0352
00:00:01.113.886,-0.0781,-1.1353
00:00:01.114.219,-0.0195,-1.2427
00:00:01.114.552,0.0098,-1.3135
00:00:01.114.885,0.0293,-1.3623
00:00:01.115.218,0.0513,-1.4136
00:00:01.115.551,0.0610,-1.4722
00:00:01.115.884,0.0806,-1.5234
00:00:01.116.217,0.0903,-1.5723
00:00:01.116.550,0.1099,-1.6113
00:00:01.116.883,0.1294,-1.6724
00:00:01.117.216,0.1196,-1.7407
00:00:01.117.549,0.1392,-1.7822
00:00:01.117.882,0.1587,-1.7920
00:00:01.118.215,0.5688,-1.6626
00:00:01.118.548,0.2588,-1.5332
00:00:01.118.881,0.2393,-1.3940
00:00:01.119.214,0.2783,-1.2329
00:00:01.119.547,0.2881,-1.0645
00:00:01.119.880,0.3589,-0.8643
00:00:01.120.213,0.3589,-0.6470
00:00:01.120.546,0.3882,-0.4272
00:00:01.120.879,0.4077,-0.2588
00:00:01.121.212,0.4590,-0.0391
00:00:01.121.545,0.4395,0.1392
00:00:01.121.878,0.4785,0.3101
00:00:01.122.211,0.4590,0.4492
00:00:01.122.544,0.4175,0.6079
00:00:01.122.877,0.3979,0.7471
00:00:01.123.210,0.3296,0.8765
00:00:01.123.543,0.2490,0.9863
00:00:01.123.876,0.1904,1.0962
00:00:01.124.209,0.1489,1.1841
00:00:01.124.542,0.1001,1.2646
00:00:01.124.875,0.0513,1.3354
00:00:01.125.208,0.0195,1.3940
00:00:01.125.541,0.0000,1.4648
00:00:01.125.874,-0.0391,1.5137
00:00:01.126.207,-0.0195,1.5234
00:00:01.126.540,-0.0391,1.5723
00:00:01.126.873,-0.0488,1.6040
00:00:01.127.206,-0.0391,1.6724
00:00:01.127.539,-0.0488,1.7114
00:00:01.127.872,-0.0879,1.7114
00:00:01.128.205,-0.4468,1.6138
00:00:01.128.538,-0.1685,1.4941
00:00:01.128.871,-0.1880,1.3550
00:00:01.129.204,-0.2295,1.2158
00:00:01.129.537,-0.2393,1.0449
00:00:01.129.870,-0.2881,0.8569
00:00:01.130.203,-0.3174,0.6177
00:00:01.130.536,-0.3467,0.4175
00:00:01.130.869,-0.3467,0.2393
00:00:01.131.202,-0.3882,0.0415
00:00:01.131.535,-0.3687,-0.1489
00:00:01.131.868,-0.4077,-0.3174
00:00:01.132.201,-0.4077,-0.4883
00:00:01.132.534,-0.3467,-0.6177
00:00:01.132.867,-0.2881,-0.7568
00:00:01.133.200,-0.1978,-0.8765
00:00:01.133.533,-0.1489,-0.9937
00:00:01.133.866,-0.0684,-1.1035
00:00:01.134.199,-0.0488,-1.1841
00:00:01.134.532,-0.0098,-1.2744
00:00:01.134.865,0.0098,-1.3525
00:00:01.135.198,0.0293,-1.4038
00:00:01.135.531,0.0513,-1.4722
00:00:01.135.864,0.0806,-1.5112
00:00:01.136.197,0.1001,-1.5625
00:00:01.136.530,0.1001,-1.5918
00:00:01.136.863,0.1099,-1.6406
00:00:01.137.196,0.0903,-1.6919
00:00:01.137.529,0.1001,-1.7212
00:00:01.137.862,0.1392,-1.7603
00:00:01.138.195,0.2197,-1.6626
00:00:01.138.528,0.2393,-1.5527
00:00:01.138.861,0.2490,-1.4136
00:00:01.139.194,0.2783,-1.2524
00:00:01.139.527,0.3101,-1.0840
00:00:01.139.860,0.3296,-0.8862
00:00:01.140.193,0.3687,-0.6763
00:00:01.140.526,0.3491,-0.4565
00:00:01.140.859,0.4077,-0.2490
00:00:01.141.192,0.4590,-0.0586
00:00:01.141.525,0.4590,0.1294
00:00:01.141.858,0.4688,0.3003
00:00:01.142.191,0.4395,0.4492
00:00:01.142.524,0.4492,0.5884
00:00:01.142.857,0.4175,0.7568
00:00:01.143.190,0.3198,0.8862
00:00:01.143.523,0.2490,0.9863
00:00:01.143.856,0.1904,1.0962
00:00:01.144.189,0.1587,1.1841
00:00:01.144.522,0.0903,1.2646
00:00:01.144.855,0.0708,1.3452
00:00:01.145.188,0.0513,1.3940
00:00:01.145.521,0.0195,1.4526
00:00:01.145.854,0.0000,1.4941
00:00:01.146.187,-0.0293,1.5332
00:00:01.146.520,-0.0391,1.5820
00:00:01.146.853,-0.0391,1.6235
00:00:01.147.186,-0.0488,1.6821
00:00:01.147.519,-0.0879,1.7432
00:00:01.147.852,-0.1294,1.7920
00:00:01.148.185,-0.5176,1.6724
00:00:01.148.518,-0.1978,1.5430
00:00:01.148.851,-0.2075,1.4038
00:00:01.149.184,-0.2295,1.2744
00:00:01.149.517,-0.2393,1.1157
00:00:01.149.850,-0.2979,0.9058
00:00:01.150.183,-0.3271,0.6763
00:00:01.150.516,-0.3174,0.4395
00:00:01.150.849,-0.3467,0.2588
00:00:01.151.182,-0.3687,0.0513
00:00:01.151.515,-0.3687,-0.1392
00:00:01.151.848,-0.3882,-0.3271
00:00:01.152.181,-0.3784,-0.4883
00:00:01.152.514,-0.3271,-0.6372
00:00:01.152.847,-0.2686,-0.7959
00:00:01.153.180,-0.1685,-0.9155
00:00:01.153.513,-0.1099,-1.0254
00:00:01.153.846,-0.0684,-1.1353
00:00:01.154.179,-0.0293,-1.2134
00:00:01.154.512,0.0000,-1.3037
00:00:01.154.845,0.0195,-1.3721
00:00:01.155.178,0.0513,-1.4331
00:00:01.155.511,0.0708,-1.4819
00:00:01.155.844,0.0806,-1.5332
00:00:01.156.177,0.0903,-1.5625
00:00:01.156.510,0.1001,-1.6113
00:00:01.156.843,0.1196,-1.6406
00:00:01.157.176,0.1099,-1.7017
00:00:01.157.509,0.1196,-1.7700
00:00:01.157.842,0.1709,-1.7700
00:00:01.158.175,0.2295,-1.6309
00:00:01.158.508,0.2197,-1.5234
00:00:01.158.841,0.2393,-1.3818
00:00:01.159.174,0.2686,-1.2329
00:00:01.159.507,0.2881,-1.0742
00:00:01.159.840,0.3394,-0.8862
00:00:01.160.173,0.3882,-0.6763
00:00:01.160.506,0.3784,-0.4468
00:00:01.160.839,0.4175,-0.2686
00:00:01.161.172,0.4492,-0.0781
00:00:01.161.505,0.4785,0.1196
00:00:01.161.838,0.4785,0.2881
00:00:01.162.171,0.4590,0.4395
00:00:01.162.504,0.4395,0.5786
00:00:01.162.837,0.3979,0.7275
00:00:01.163.170,0.3589,0.8569
00:00:01.163.503,0.2686,0.9863
00:00:01.163.836,0.2100,1.0645
00:00:01.164.169,0.1709,1.1646
00:00:01.164.502,0.1099,1.2549
00:00:01.164.835,0.0903,1.3232
00:00:01.165.168,0.0195,1.3940
00:00:01.165.501,0.0000,1.4526
00:00:01.165.834,-0.0098,1.4941
00:00:01.166.167,-0.0391,1.5430
00:00:01.166.500,-0.0391,1.5625
00:00:01.166.833,-0.0293,1.5942
00:00:01.167.166,-0.0293,1.6528
00:00:01.167.499,-0.0586,1.6821
00:00:01.167.832,-0.1001,1.6724
00:00:01.168.165,-0.1294,1.5723
00:00:01.168.498,-0.1587,1.4648
00:00:01.168.831,-0.1685,1.3354
00:00:01.169.164,-0.1880,1.1938
00:00:01.169.497,-0.2173,1.0449
00:00:01.169.830,-0.2490,0.8765
00:00:01.170.163,-0.2881,0.6470
00:00:01.170.496,-0.2979,0.4175
00:00:01.170.829,-0.3467,0.2588
00:00:01.171.162,-0.3687,0.0708
00:00:01.171.495,-0.3882,-0.1099
00:00:01.171.828,-0.3979,-0.2881
00:00:01.172.161,-0.3784,-0.4370
00:00:01.172.494,-0.3271,-0.5762
00:00:01.172.827,-0.2881,-0.7153
00:00:01.173.160,-0.2173,-0.8545
00:00:01.173.493,-0.1489,-0.9644
00:00:01.173.826,-0.1001,-1.0645
00:00:01.174.159,-0.0684,-1.1646
00:00:01.174.492,-0.0195,-1.2427
00:00:01.174.825,0.0000,-1.3135
00:00:01.175.158,0.0098,-1.3818
00:00:01.175.491,0.0415,-1.4429
00:00:01.175.824,0.0610,-1.4819
00:00:01.176.157,0.0806,-1.5332
00:00:01.176.490,0.0708,-1.5723
00:00:01.176.823,0.1001,-1.6113
00:00:01.177.156,0.0806,-1.6528
00:00:01.177.489,0.1099,-1.6724
00:00:01.177.822,0.1196,-1.7017
00:00:01.178.155,0.2100,-1.6211
00:00:01.178.488,0.2100,-1.4917
00:00:01.178.821,0.2197,-1.3818
00:00:01.179.154,0.2393,-1.2231
00:00:01.179.487,0.2881,-1.0645
00:00:01.179.820,0.3198,-0.8765
00:00:01.180.153,0.3589,-0.6665
00:00:01.180.486,0.3784,-0.4663
00:00:01.180.819,0.4077,-0.2783
00:00:01.181.152,0.4395,-0.0684
00:00:01.181.485,0.4590,0.0903
00:00:01.181.818,0.4785,0.2783
00:00:01.182.151,0.4785,0.4175
00:00:01.182.484,0.4688,0.5688
00:00:01.182.817,0.4077,0.7080
00:00:01.183.150,0.3784,0.8179
00:00:01.183.483,0.2783,0.9570
00:00:01.183.816,0.2490,1.0449
00:00:01.184.149,0.1709,1.1353
00:00:01.184.482,0.1392,1.2061
00:00:01.184.815,0.1001,1.2842
00:00:01.185.148,0.0610,1.3452
00:00:01.185.481,0.0415,1.3940
00:00:01.185.814,0.0293,1.4526
00:00:01.186.147,0.0195,1.5039
00:00:01.186.480,-0.0195,1.5234
00:00:01.186.813,-0.0098,1.5723
00:00:01.187.146,-0.0098,1.6235
00:00:01.187.479,-0.0293,1.6724
00:00:01.187.812,-0.0781,1.6626
00:00:01.188.145,-0.1099,1.5820
00:00:01.188.478,-0.1392,1.4844
00:00:01.188.811,-0.1587,1.3550
00:00:01.189.144,-0.1978,1.2061
00:00:01.189.477,-0.2173,1.0547
00:00:01.189.810,-0.2588,0.8862
00:00:01.190.143,-0.2881,0.6763
00:00:01.190.476,-0.3174,0.4492
00:00:01.190.809,-0.3271,0.2686
00:00:01.191.142,-0.3589,0.0806
00:00:01.191.475,-0.3882,-0.0879
00:00:01.191.808,-0.3882,-0.2783
00:00:01.192.141,-0.3979,-0.4370
00:00:01.192.474,-0.3589,-0.5762
00:00:01.192.807,-0.2979,-0.7251
00:00:01.193.140,-0.2295,-0.8350
00:00:01.193.473,-0.1587,-0.9644
00:00:01.193.806,-0.1099,-1.0547
00:00:01.194.139,-0.0684,-1.1548
00:00:01.194.472,-0.0195,-1.2427
00:00:01.194.805,0.0000,-1.3037
00:00:01.195.138,0.0098,-1.3721
00:00:01.195.471,0.0513,-1.4331
00:00:01.195.804,0.0610,-1.4722
00:00:01.196.137,0.0903,-1.5234
00:00:01.196.470,0.0708,-1.5527
00:00:01.196.803,0.0903,-1.5918
00:00:01.197.136,0.1001,-1.6309
00:00:01.197.469,0.1099,-1.6821
00:00:01.197.802,0.1099,-1.6919
00:00:01.198.135,0.1904,-1.5918
00:00:01.198.468,0.2002,-1.4819
00:00:01.198.801,0.2002,-1.3721
00:00:01.199.134,0.2490,-1.2134
00:00:01.199.467,0.2783,-1.0742
00:00:01.199.800,0.3198,-0.9058
00:00:01.200.133,0.3394,-0.6763
00:00:01.200.466,0.3784,-0.4565
00:00:01.200.799,0.4077,-0.2979
00:00:01.201.132,0.4395,-0.1001
00:00:01.201.465,0.4688,0.0806
00:00:01.201.798,0.4785,0.2490
00:00:01.202.131,0.4688,0.4077
00:00:01.202.464,0.4492,0.5371
00:00:01.202.797,0.4297,0.6763
00:00:01.203.130,0.3784,0.7959
00:00:01.203.463,0.2686,0.9155
00:00:01.203.796,0.2295,1.0156
00:00:01.204.129,0.2100,1.1157
00:00:01.204.462,0.1587,1.1938
00:00:01.204.795,0.1001,1.2549
00:00:01.205.128,0.0708,1.3232
00:00:01.205.461,0.0513,1.3745
00:00:01.205.794,0.0000,1.4331
00:00:01.206.127,0.0000,1.4844
00:00:01.206.460,-0.0098,1.5137
00:00:01.206.793,-0.0293,1.5527
00:00:01.207.126,-0.0098,1.6138
00:00:01.207.459,-0.0488,1.6821
00:00:01.207.792,-0.1001,1.6724
00:00:01.208.125,-0.1001,1.6235
00:00:01.208.458,-0.1685,1.5234
00:00:01.208.791,-0.1782,1.4038
00:00:01.209.124,-0.2393,1.2646
00:00:01.209.457,-0.2295,1.1157
00:00:01.209.790,-0.2686,0.9351
00:00:01.210.123,-0.3076,0.7275
00:00:01.210.456,-0.3369,0.4883
00:00:01.210.789,-0.3467,0.3003
00:00:01.211.122,-0.3784,0.1001
00:00:01.211.455,-0.3784,-0.1001
00:00:01.211.788,-0.3687,-0.2783
00:00:01.212.121,-0.3979,-0.4663
00:00:01.212.454,-0.3467,-0.5859
00:00:01.212.787,-0.2979,-0.7349
00:00:01.213.120,-0.2075,-0.8765
00:00:01.213.453,-0.1489,-0.9741
00:00:01.213.786,-0.1196,-1.0742
00:00:01.214.119,-0.0684,-1.1646
00:00:01.214.452,-0.0098,-1.2329
00:00:01.214.785,-0.0098,-1.3135
00:00:01.215.118,0.0098,-1.3818
00:00:01.215.451,0.0513,-1.4331
00:00:01.215.784,0.0513,-1.4819
00:00:01.216.117,0.0806,-1.5234
00:00:01.216.450,0.0806,-1.5723
00:00:01.216.783,0.0903,-1.6113
00:00:01.217.116,0.0903,-1.6309
00:00:01.217.449,0.1001,-1.7114
00:00:01.217.782,0.1294,-1.7114
00:00:01.218.115,0.1904,-1.6528
00:00:01.218.448,0.2197,-1.5332
00:00:01.218.781,0.2295,-1.3940
00:00:01.219.114,0.2393,-1.2524
00:00:01.219.447,0.2783,-1.0840
00:00:01.219.780,0.3003,-0.9155
00:00:01.220.113,0.3589,-0.7056
00:00:01.220.446,0.3589,-0.4883
00:00:01.220.779,0.4077,-0.3076
00:00:01.221.112,0.4492,-0.1196
00:00:01.221.445,0.4688,0.0708
00:00:01.221.778,0.4785,0.2490
00:00:01.222.111,0.4590,0.3882
00:00:01.222.444,0.4297,0.5371
00:00:01.222.777,0.4175,0.6763
00:00:01.223.110,0.3589,0.8057
00:00:01.223.443,0.2783,0.9155
00:00:01.223.776,0.2295,1.0156
00:00:01.224.109,0.1709,1.1255
00:00:01.224.442,0.1587,1.1841
00:00:01.224.775,0.0806,1.2842
00:00:01.225.108,0.0415,1.3354
00:00:01.225.441,0.0293,1.4038
00:00:01.225.774,0.0293,1.4526
00:00:01.226.107,-0.0098,1.4941
00:00:01.226.440,-0.0098,1.5430
00:00:01.226.773,-0.0293,1.6040
00:00:01.227.106,-0.0391,1.6528
00:00:01.227.439,-0.0391,1.6919
00:00:01.227.772,-0.1001,1.7236
00:00:01.228.105,-0.1489,1.6333
00:00:01.228.438,-0.1489,1.5137
00:00:01.228.771,-0.1782,1.3745
00:00:01.229.104,-0.2075,1.2451
00:00:01.229.437,-0.2295,1.0962
00:00:01.229.770,-0.2393,0.9155
00:00:01.230.103,-0.3076,0.6982
00:00:01.230.436,-0.3271,0.4785
00:00:01.230.769,-0.3369,0.2881
00:00:01.231.102,-0.3467,0.1001
00:00:01.231.435,-0.3687,-0.0781
00:00:01.231.768,-0.3882,-0.2588
00:00:01.232.101,-0.3882,-0.4272
00:00:01.232.434,-0.3369,-0.5762
00:00:01.232.767,-0.2979,-0.7153
00:00:01.233.100,-0.2173,-0.8252
00:00:01.233.433,-0.1685,-0.9448
00:00:01.233.766,-0.1196,-1.0547
00:00:01.234.099,-0.0684,-1.1548
00:00:01.234.432,-0.0293,-1.2329
00:00:01.234.765,0.0000,-1.3135
00:00:01.235.098,0.0415,-1.3623
00:00:01.235.431,0.0415,-1.4233
00:00:01.235.764,0.0806,-1.4819
00:00:01.236.097,0.0610,-1.5332
00:00:01.236.430,0.0903,-1.5723
00:00:01.236.763,0.1099,-1.6113
00:00:01.237.096,0.0903,-1.6406
00:00:01.237.429,0.0903,-1.7114
00:00:01.237.762,0.1392,-1.7114
00:00:01.238.095,0.2002,-1.6528
00:00:01.238.428,0.1904,-1.5332
00:00:01.238.761,0.2490,-1.3940
00:00:01.239.094,0.2490,-1.2427
00:00:01.239.427,0.2783,-1.0938
00:00:01.239.760,0.3198,-0.9253
00:00:01.240.093,0.3589,-0.7153
00:00:01.240.426,0.3589,-0.5078
00:00:01.240.759,0.3979,-0.3076
00:00:01.241.092,0.4395,-0.1294
00:00:01.241.425,0.4590,0.0513
00:00:01.241.758,0.4785,0.2197
00:00:01.242.091,0.4688,0.3979
00:00:01.242.424,0.4590,0.5371
00:00:01.242.757,0.4297,0.6665
00:00:01.243.090,0.3784,0.8057
00:00:01.243.423,0.2783,0.9155
00:00:01.243.756,0.2393,1.0156
00:00:01.244.089,0.1807,1.1157
00:00:01.244.422,0.1294,1.2061
00:00:01.244.755,0.1196,1.2744
00:00:01.245.088,0.0610,1.3452
00:00:01.245.421,0.0513,1.3940
00:00:01.245.754,0.0195,1.4429
00:00:01.246.087,0.0195,1.4941
00:00:01.246.420,0.0000,1.5430
00:00:01.246.753,-0.0195,1.5527
00:00:01.247.086,-0.0195,1.6138
00:00:01.247.419,-0.0293,1.6724
00:00:01.247.752,-0.0586,1.6724
00:00:01.248.085,-0.1196,1.6235
00:00:01.248.418,-0.1392,1.4941
00:00:01.248.751,-0.1685,1.3745
00:00:01.249.084,-0.1880,1.2256
00:00:01.249.417,-0.2075,1.0767
00:00:01.249.750,-0.2490,0.9253
00:00:01.250.083,-0.2979,0.7080
00:00:01.250.416,-0.3076,0.4883
00:00:01.250.749,-0.2979,0.3003
00:00:01.251.082,-0.3589,0.1196
00:00:01.251.415,-0.3784,-0.0488
00:00:01.251.748,-0.3784,-0.2588
00:00:01.252.081,-0.3979,-0.3979
00:00:01.252.414,-0.3687,-0.5469
00:00:01.252.747,-0.3174,-0.6958
00:00:01.253.080,-0.2393,-0.8057
00:00:01.253.413,-0.1685,-0.9253
00:00:01.253.746,-0.1196,-1.0254
00:00:01.254.079,-0.0879,-1.1230
00:00:01.254.412,-0.0391,-1.2134
00:00:01.254.745,0.0000,-1.2939
00:00:01.255.078,0.0195,-1.3623
00:00:01.255.411,0.0513,-1.4233
00:00:01.255.744,0.0610,-1.4722
00:00:01.256.077,0.0708,-1.5234
00:00:01.256.410,0.0708,-1.5625
00:00:01.256.743,0.1001,-1.6016
00:00:01.257.076,0.1099,-1.6406
00:00:01.257.409,0.1099,-1.6821
00:00:01.257.742,0.1099,-1.6919
00:00:01.258.075,0.2100,-1.6406
00:00:01.258.408,0.2197,-1.5332
00:00:01.258.741,0.2100,-1.3940
00:00:01.259.074,0.2393,-1.2646
00:00:01.259.407,0.2686,-1.1035
00:00:01.259.740,0.3003,-0.9351
00:00:01.260.073,0.3491,-0.7471
00:00:01.260.406,0.3687,-0.5176
00:00:01.260.739,0.3882,-0.3467
00:00:01.261.072,0.4297,-0.1392
00:00:01.261.405,0.4590,0.0415
00:00:01.261.738,0.4688,0.2197
00:00:01.262.071,0.4688,0.3784
00:00:01.262.404,0.4688,0.5273
00:00:01.262.737,0.4297,0.6470
00:00:01.263.070,0.3687,0.7861
00:00:01.263.403,0.3003,0.9058
00:00:01.263.736,0.2393,0.9961
00:00:01.264.069,0.2100,1.1060
00:00:01.264.402,0.1489,1.1841
00:00:01.264.735,0.1099,1.2646
00:00:01.265.068,0.0610,1.3354
00:00:01.265.401,0.0293,1.3940
00:00:01.265.734,0.0000,1.4429
00:00:01.266.067,0.0000,1.4941
00:00:01.266.400,-0.0098,1.5430
00:00:01.266.733,-0.0293,1.5625
00:00:01.267.066,-0.0293,1.5942
00:00:01.267.399,-0.0293,1.6528
00:00:01.267.732,-0.0879,1.6724
00:00:01.268.065,-0.1099,1.6528
00:00:01.268.398,-0.1392,1.5137
00:00:01.268.731,-0.1587,1.4038
00:00:01.269.064,-0.1782,1.2549
00:00:01.269.397,-0.2075,1.0962
00:00:01.269.730,-0.2490,0.9253
00:00:01.270.063,-0.2783,0.7373
00:00:01.270.396,-0.3076,0.4980
00:00:01.270.729,-0.3174,0.3101
00:00:01.271.062,-0.3467,0.1294
00:00:01.271.395,-0.3882,-0.0488
00:00:01.271.728,-0.3784,-0.2393
00:00:01.272.061,-0.3784,-0.3882
00:00:01.272.394,-0.3589,-0.5371
00:00:01.272.727,-0.2979,-0.6763
00:00:01.273.060,-0.2393,-0.8154
00:00:01.273.393,-0.1685,-0.9351
00:00:01.273.726,-0.1294,-1.0352
00:00:01.274.059,-0.0781,-1.1450
00:00:01.274.392,-0.0391,-1.2231
00:00:01.274.725,0.0000,-1.2939
00:00:01.275.058,0.0293,-1.3623
00:00:01.275.391,0.0708,-1.4136
00:00:01.275.724,0.0708,-1.4722
00:00:01.276.057,0.0708,-1.5234
00:00:01.276.390,0.0610,-1.5625
00:00:01.276.723,0.1001,-1.5918
00:00:01.277.056,0.1001,-1.6211
00:00:01.277.389,0.0903,-1.6724
00:00:01.277.722,0.1196,-1.7017
00:00:01.278.055,0.2002,-1.6821
00:00:01.278.388,0.2100,-1.5820
00:00:01.278.721,0.2490,-1.4624
00:00:01.279.054,0.2881,-1.3135
00:00:01.279.387,0.2881,-1.1548
00:00:01.279.720,0.3198,-0.9937
00:00:01.280.053,0.3491,-0.7666
00:00:01.280.386,0.3784,-0.5469
00:00:01.280.719,0.3979,-0.3589
00:00:01.281.052,0.4297,-0.1489
00:00:01.281.385,0.4688,0.0195
00:00:01.281.718,0.4688,0.2197
00:00:01.282.051,0.4590,0.3784
00:00:01.282.384,0.4492,0.5273
00:00:01.282.717,0.4175,0.6665
00:00:01.283.050,0.3687,0.8179
00:00:01.283.383,0.2881,0.9473
00:00:01.283.716,0.2393,1.0254
00:00:01.284.049,0.1807,1.1255
00:00:01.284.382,0.1294,1.1841
00:00:01.284.715,0.1001,1.2646
00:00:01.285.048,0.0513,1.3135
00:00:01.285.381,0.0415,1.3843
00:00:01.285.714,0.0098,1.4429
00:00:01.286.047,0.0000,1.4746
00:00:01.286.380,0.0000,1.5137
00:00:01.286.713,-0.0098,1.5527
00:00:01.287.046,-0.0293,1.6040
00:00:01.287.379,-0.0293,1.6724
00:00:01.287.712,-0.0684,1.6919
00:00:01.288.045,-0.1099,1.6724
00:00:01.288.378,-0.1392,1.5234
00:00:01.288.711,-0.1587,1.3843
00:00:01.289.044,-0.1880,1.2646
00:00:01.289.377,-0.1978,1.1157
00:00:01.289.710,-0.2173,0.9473
00:00:01.290.043,-0.2783,0.7373
00:00:01.290.376,-0.3076,0.5273
00:00:01.290.709,-0.3174,0.3296
00:00:01.291.042,-0.3687,0.1489
00:00:01.291.375,-0.3784,-0.0391
00:00:01.291.708,-0.3979,-0.2075
00:00:01.292.041,-0.3979,-0.3882
00:00:01.292.374,-0.3589,-0.5273
00:00:01.292.707,-0.3174,-0.6665
00:00:01.293.040,-0.2393,-0.8057
00:00:01.293.373,-0.1685,-0.9155
00:00:01.293.706,-0.1392,-1.0156
00:00:01.294.039,-0.0781,-1.1133
00:00:01.294.372,-0.0293,-1.2134
00:00:01.294.705,-0.0098,-1.2744
00:00:01.295.038,0.0415,-1.3525
00:00:01.295.371,0.0513,-1.4136
00:00:01.295.704,0.0513,-1.4624
00:00:01.296.037,0.0903,-1.5112
00:00:01.296.370,0.0708,-1.5527
00:00:01.296.703,0.1001,-1.5918
00:00:01.297.036,0.0903,-1.6309
00:00:01.297.369,0.0903,-1.6919
00:00:01.297.702,0.1196,-1.7505
00:00:01.298.035,0.1904,-1.7114
00:00:01.298.368,0.2490,-1.6016
00:00:01.298.701,0.2490,-1.4917
00:00:01.299.034,0.2490,-1.3330
00:00:01.299.367,0.2783,-1.1646
00:00:01.299.700,0.3198,-1.0156
00:00:01.300.033,0.3687,-0.7959
00:00:01.300.366,0.3784,-0.5762
00:00:01.300.699,0.3979,-0.3589
00:00:01.301.032,0.3979,-0.1685
00:00:01.301.365,0.4785,0.0195
00:00:01.301.698,0.4688,0.2100
00:00:01.302.031,0.4688,0.3687
00:00:01.302.364,0.4688,0.5176
00:00:01.302.697,0.4297,0.6763
00:00:01.303.030,0.3882,0.8057
00:00:01.303.363,0.2783,0.9155
00:00:01.303.696,0.2490,1.0352
00:00:01.304.029,0.2002,1.1255
00:00:01.304.362,0.1294,1.1938
00:00:01.304.695,0.1099,1.2744
00:00:01.305.028,0.0708,1.3232
00:00:01.305.361,0.0513,1.3940
00:00:01.305.694,0.0000,1.4331
00:00:01.306.027,0.0098,1.4941
00:00:01.306.360,-0.0098,1.4941
00:00:01.306.693,-0.0098,1.5332
00:00:01.307.026,-0.0293,1.5942
00:00:01.307.359,-0.0098,1.6724
00:00:01.307.692,-0.0586,1.7017
00:00:01.308.025,-0.0879,1.6724
00:00:01.308.358,-0.1294,1.5430
00:00:01.308.691,-0.1685,1.4331
00:00:01.309.024,-0.1880,1.2939
00:00:01.309.357,-0.2075,1.1255
00:00:01.309.690,-0.2393,0.9766
00:00:01.310.023,-0.2783,0.7666
00:00:01.310.356,-0.2979,0.5591
00:00:01.310.689,-0.2881,0.3491
00:00:01.311.022,-0.3369,0.1587
00:00:01.311.355,-0.3687,-0.0391
00:00:01.311.688,-0.3784,-0.1978
00:00:01.312.021,-0.3882,-0.3784
00:00:01.312.354,-0.3467,-0.5273
00:00:01.312.687,-0.3174,-0.6567
00:00:01.313.020,-0.2393,-0.8057
00:00:01.313.353,-0.1489,-0.9155
00:00:01.313.686,-0.1099,-1.0254
00:00:01.314.019,-0.0781,-1.1230
00:00:01.314.352,-0.0391,-1.1841
00:00:01.314.685,0.0000,-1.2744
00:00:01.315.018,0.0000,-1.3232
00:00:01.315.351,0.0293,-1.4038
00:00:01.315.684,0.0415,-1.4429
00:00:01.316.017,0.0513,-1.4917
00:00:01.316.350,0.0806,-1.5430
00:00:01.316.683,0.0903,-1.5918
00:00:01.317.016,0.0708,-1.6406
00:00:01.317.349,0.1001,-1.7017
00:00:01.317.682,0.1001,-1.7310
00:00:01.318.015,0.1807,-1.7114
00:00:01.318.348,0.2100,-1.6211
00:00:01.318.681,0.2295,-1.4819
00:00:01.319.014,0.2588,-1.3623
00:00:01.319.347,0.3003,-1.1841
00:00:01.319.680,0.3003,-1.0254
00:00:01.320.013,0.3687,-0.8154
00:00:01.320.346,0.3882,-0.5762
00:00:01.320.679,0.3882,-0.3882
00:00:01.321.012,0.4175,-0.1880
00:00:01.321.345,0.4492,0.0000
00:00:01.321.678,0.4688,0.1904
00:00:01.322.011,0.4785,0.3589
00:00:01.322.344,0.4590,0.5176
00:00:01.322.677,0.4175,0.6567
00:00:01.323.010,0.3687,0.7861
00:00:01.323.343,0.3198,0.9155
00:00:01.323.676,0.2197,1.0156
00:00:01.324.009,0.1807,1.1353
00:00:01.324.342,0.1196,1.1841
00:00:01.324.675,0.1099,1.2646
00:00:01.325.008,0.0513,1.3354
00:00:01.325.341,0.0293,1.4038
00:00:01.325.674,0.0000,1.4429
00:00:01.326.007,-0.0098,1.4746
00:00:01.326.340,0.0000,1.5234
00:00:01.326.673,-0.0391,1.5723
00:00:01.327.006,0.0000,1.6040
00:00:01.327.339,-0.0098,1.6724
00:00:01.327.672,-0.0781,1.7236
00:00:01.328.005,-0.1294,1.6821
00:00:01.328.338,-0.1782,1.5430
00:00:01.328.671,-0.1587,1.4136
00:00:01.329.004,-0.1782,1.2744
00:00:01.329.337,-0.2075,1.1255
00:00:01.329.670,-0.2393,0.9766
00:00:01.330.003,-0.2881,0.7764
00:00:01.330.336,-0.3174,0.5469
00:00:01.330.669,-0.3174,0.3589
00:00:01.331.002,-0.3467,0.1709
00:00:01.331.335,-0.3882,-0.0098
00:00:01.331.668,-0.3882,-0.1782
00:00:01.332.001,-0.3979,-0.3589
00:00:01.332.334,-0.3687,-0.5078
00:00:01.332.667,-0.3271,-0.6470
00:00:01.333.000,-0.2393,-0.7861
00:00:01.333.333,-0.1880,-0.8960
00:00:01.333.666,-0.1392,-1.0059
00:00:01.333.999,-0.0879,-1.1035
00:00:01.334.332,-0.0488,-1.1938
