time,ch0,ch1
00:00:00.444.888,0.0610,1.3232
00:00:00.445.221,0.0513,1.3647
00:00:00.445.554,0.0293,1.4331
00:00:00.445.887,0.0000,1.4746
00:00:00.446.220,0.0195,1.5137
00:00:00.446.553,-0.0195,1.5527
00:00:00.446.886,-0.0195,1.6040
00:00:00.447.219,-0.0195,1.6528
00:00:00.447.552,-0.0684,1.6821
00:00:00.447.885,-0.1099,1.6724
00:00:00.448.218,-0.1782,1.5430
00:00:00.448.551,-0.1782,1.4429
00:00:00.448.884,-0.2075,1.3037
00:00:00.449.217,-0.2295,1.1548
00:00:00.449.550,-0.2490,0.9766
00:00:00.449.883,-0.2881,0.7568
00:00:00.450.216,-0.3174,0.5469
00:00:00.450.549,-0.3271,0.3394
00:00:00.450.882,-0.3589,0.1587
00:00:00.451.215,-0.3784,-0.0293
00:00:00.451.548,-0.3882,-0.2173
00:00:00.451.881,-0.3784,-0.3882
00:00:00.452.214,-0.3687,-0.5469
00:00:00.452.547,-0.3174,-0.6860
00:00:00.452.880,-0.2295,-0.8252
00:00:00.453.213,-0.1685,-0.9448
00:00:00.453.546,-0.1196,-1.0645
00:00:00.453.879,-0.0586,-1.1353
00:00:00.454.212,-0.0195,-1.2134
00:00:00.454.545,0.0000,-1.2842
00:00:00.454.878,0.0195,-1.3525
00:00:00.455.211,0.0293,-1.4136
00:00:00.455.544,0.0708,-1.4624
00:00:00.455.877,0.0708,-1.5234
00:00:00.456.210,0.0806,-1.5625
00:00:00.456.543,0.0806,-1.5723
00:00:00.456.876,0.1001,-1.6113
00:00:00.457.209,0.1001,-1.6724
00:00:00.457.542,0.1099,-1.7017
00:00:00.457.875,0.1807,-1.7212
00:00:00.458.208,0.2100,-1.6016
00:00:00.458.541,0.2295,-1.4722
00:00:00.458.874,0.2588,-1.3232
00:00:00.459.207,0.2783,-1.1646
00:00:00.459.540,0.3101,-0.9937
00:00:00.459.873,0.3394,-0.8057
00:00:00.460.206,0.3784,-0.5566
00:00:00.460.539,0.3882,-0.3687
00:00:00.460.872,0.4395,-0.1685
00:00:00.461.205,0.4590,0.0000
00:00:00.461.538,0.4883,0.1904
00:00:00.461.871,0.4883,0.3687
00:00:00.462.204,0.4785,0.5078
00:00:00.462.537,0.4492,0.6470
00:00:00.462.870,0.3882,0.7959
00:00:00.463.203,0.3101,0.8960
00:00:00.463.536,0.2490,1.0156
00:00:00.463.869,0.1904,1.1157
00:00:00.464.202,0.1489,1.1841
00:00:00.464.535,0.0903,1.2646
00:00:00.464.868,0.0513,1.3232
00:00:00.465.201,0.0415,1.3843
00:00:00.465.534,0.0293,1.4331
00:00:00.465.867,0.0000,1.4844
00:00:00.466.200,-0.0098,1.5234
00:00:00.466.533,-0.0195,1.5625
00:00:00.466.866,-0.0391,1.5942
00:00:00.467.199,-0.0391,1.6333
00:00:00.467.532,-0.0586,1.6333
00:00:00.467.865,-0.1196,1.6235
00:00:00.468.198,-0.1294,1.5039
00:00:00.468.531,-0.1489,1.3843
00:00:00.468.864,-0.1782,1.2646
00:00:00.469.197,-0.1782,1.0962
00:00:00.469.530,-0.2173,0.9473
00:00:00.469.863,-0.2686,0.7568
00:00:00.470.196,-0.3076,0.5273
00:00:00.470.529,-0.3076,0.3491
00:00:00.470.862,-0.3369,0.1587
00:00:00.471.195,-0.3882,-0.0293
00:00:00.471.528,-0.3979,-0.1880
00:00:00.471.861,-0.3882,-0.3467
00:00:00.472.194,-0.3687,-0.5078
00:00:00.472.527,-0.3271,-0.6372
00:00:00.472.860,-0.2686,-0.7666
00:00:00.473.193,-0.1880,-0.8862
00:00:00.473.526,-0.1294,-0.9937
00:00:00.473.859,-0.1099,-1.0938
00:00:00.474.192,-0.0488,-1.1743
00:00:00.474.525,-0.0098,-1.2427
00:00:00.474.858,0.0000,-1.3232
00:00:00.475.191,0.0195,-1.3940
00:00:00.475.524,0.0415,-1.4429
00:00:00.475.857,0.0415,-1.4917
00:00:00.476.190,0.0903,-1.5332
00:00:00.476.523,0.0903,-1.5723
00:00:00.476.856,0.0806,-1.6016
00:00:00.477.189,0.0806,-1.6406
00:00:00.477.522,0.1001,-1.6919
00:00:00.477.855,0.1709,-1.6724
00:00:00.478.188,0.1709,-1.5430
00:00:00.478.521,0.2002,-1.4331
00:00:00.478.854,0.2393,-1.3037
00:00:00.479.187,0.2295,-1.1450
00:00:00.479.520,0.3003,-0.9741
00:00:00.479.853,0.3198,-0.7764
00:00:00.480.186,0.3784,-0.5469
00:00:00.480.519,0.3784,-0.3784
00:00:00.480.852,0.4077,-0.1782
00:00:00.481.185,0.4492,-0.0098
00:00:00.481.518,0.4688,0.1709
00:00:00.481.851,0.4785,0.3394
00:00:00.482.184,0.4688,0.4883
00:00:00.482.517,0.4395,0.6079
00:00:00.482.850,0.3784,0.7471
00:00:00.483.183,0.3296,0.8667
00:00:00.483.516,0.2490,0.9570
00:00:00.483.849,0.2100,1.0767
00:00:00.484.182,0.1709,1.1548
00:00:00.484.515,0.1196,1.2451
00:00:00.484.848,0.0903,1.3037
00:00:00.485.181,0.0293,1.3647
00:00:00.485.514,0.0293,1.4331
00:00:00.485.847,0.0000,1.4648
00:00:00.486.180,-0.0195,1.5137
00:00:00.486.513,-0.0195,1.5430
00:00:00.486.846,0.0000,1.5723
00:00:00.487.179,0.0000,1.6333
00:00:00.487.512,-0.0684,1.6431
00:00:00.487.845,-0.0781,1.6333
00:00:00.488.178,-0.1489,1.5039
00:00:00.488.511,-0.1587,1.3843
00:00:00.488.844,-0.1587,1.2646
00:00:00.489.177,-0.1782,1.1060
00:00:00.489.510,-0.2295,0.9570
00:00:00.489.843,-0.2490,0.7471
00:00:00.490.176,-0.2979,0.5371
00:00:00.490.509,-0.2979,0.3589
00:00:00.490.842,-0.3589,0.1587
00:00:00.491.175,-0.3687,0.0000
00:00:00.491.508,-0.3784,-0.1685
00:00:00.491.841,-0.3882,-0.3467
00:00:00.492.174,-0.3589,-0.4980
00:00:00.492.507,-0.3271,-0.6274
00:00:00.492.840,-0.2783,-0.7568
00:00:00.493.173,-0.1880,-0.8643
00:00:00.493.506,-0.1294,-0.9741
00:00:00.493.839,-0.0879,-1.0840
00:00:00.494.172,-0.0391,-1.1743
00:00:00.494.505,-0.0098,-1.2329
00:00:00.494.838,-0.0098,-1.3232
00:00:00.495.171,0.0195,-1.3721
00:00:00.495.504,0.0293,-1.4233
00:00:00.495.837,0.0610,-1.4722
00:00:00.496.170,0.0708,-1.5332
00:00:00.496.503,0.0903,-1.5625
00:00:00.496.836,0.0806,-1.6113
00:00:00.497.169,0.1001,-1.6406
00:00:00.497.502,0.0903,-1.6919
00:00:00.497.835,0.1587,-1.6724
00:00:00.498.168,0.2588,-1.5625
00:00:00.498.501,0.2100,-1.4526
00:00:00.498.834,0.2393,-1.3037
00:00:00.499.167,0.2588,-1.1450
00:00:00.499.500,0.2881,-0.9839
00:00:00.499.833,0.3394,-0.7959
00:00:00.500.166,0.3491,-0.5762
00:00:00.500.499,0.3882,-0.3784
00:00:00.500.832,0.4077,-0.2075
00:00:00.501.165,0.4395,-0.0098
00:00:00.501.498,0.4590,0.1709
00:00:00.501.831,0.4883,0.3296
00:00:00.502.164,0.4688,0.4688
00:00:00.502.497,0.4297,0.6177
00:00:00.502.830,0.3882,0.7471
00:00:00.503.163,0.3296,0.8765
00:00:00.503.496,0.2783,0.9766
00:00:00.503.829,0.2002,1.0767
00:00:00.504.162,0.1489,1.1646
00:00:00.504.495,0.1196,1.2451
00:00:00.504.828,0.0708,1.3135
00:00:00.505.161,0.0513,1.3745
00:00:00.505.494,0.0195,1.4331
00:00:00.505.827,0.0000,1.4844
00:00:00.506.160,-0.0195,1.5234
00:00:00.506.493,-0.0293,1.5625
00:00:00.506.826,-0.0391,1.5820
00:00:00.507.159,-0.0195,1.6333
00:00:00.507.492,-0.0586,1.6821
00:00:00.507.825,-0.1001,1.6919
00:00:00.508.158,-0.1099,1.5625
00:00:00.508.491,-0.1489,1.4136
00:00:00.508.824,-0.1685,1.3037
00:00:00.509.157,-0.1880,1.1450
00:00:00.509.490,-0.2173,0.9863
00:00:00.509.823,-0.2881,0.7764
00:00:00.510.156,-0.2979,0.5786
00:00:00.510.489,-0.2881,0.3784
00:00:00.510.822,-0.3369,0.1709
00:00:00.511.155,-0.3687,0.0000
00:00:00.511.488,-0.3882,-0.1587
00:00:00.511.821,-0.3784,-0.3369
00:00:00.512.154,-0.3687,-0.5078
00:00:00.512.487,-0.3369,-0.6372
00:00:00.512.820,-0.2686,-0.7764
00:00:00.513.153,-0.1880,-0.8960
00:00:00.513.486,-0.1392,-0.9937
00:00:00.513.819,-0.0879,-1.0938
00:00:00.514.152,-0.0586,-1.2036
00:00:00.514.485,0.0000,-1.2744
00:00:00.514.818,0.0195,-1.3428
00:00:00.515.151,0.0293,-1.4038
00:00:00.515.484,0.0513,-1.4526
00:00:00.515.817,0.0610,-1.5015
00:00:00.516.150,0.1001,-1.5430
00:00:00.516.483,0.0903,-1.5918
00:00:00.516.816,0.1001,-1.6113
00:00:00.517.149,0.1099,-1.6821
00:00:00.517.482,0.1196,-1.7407
00:00:00.517.815,0.1709,-1.7310
00:00:00.518.148,0.1709,-1.6309
00:00:00.518.481,0.2490,-1.4917
00:00:00.518.814,0.2490,-1.3525
00:00:00.519.147,0.2783,-1.1938
00:00:00.519.480,0.3003,-1.0156
00:00:00.519.813,0.3394,-0.8545
00:00:00.520.146,0.3687,-0.6055
00:00:00.520.479,0.3784,-0.4077
00:00:00.520.812,0.4175,-0.2295
00:00:00.521.145,0.4688,-0.0293
00:00:00.521.478,0.4785,0.1587
00:00:00.521.811,0.4688,0.3296
00:00:00.522.144,0.4590,0.4883
00:00:00.522.477,0.4297,0.6177
00:00:00.522.810,0.3784,0.7666
00:00:00.523.143,0.3003,0.8960
00:00:00.523.476,0.2393,1.0059
00:00:00.523.809,0.1807,1.1060
00:00:00.524.142,0.1489,1.1743
00:00:00.524.475,0.1001,1.2744
00:00:00.524.808,0.0708,1.3452
00:00:00.525.141,0.0293,1.4038
00:00:00.525.474,0.0195,1.4331
00:00:00.525.807,0.0000,1.4844
00:00:00.526.140,-0.0098,1.5430
00:00:00.526.473,-0.0293,1.5527
00:00:00.526.806,-0.0391,1.6235
00:00:00.527.139,-0.0293,1.6333
00:00:00.527.472,-0.0781,1.6919
00:00:00.527.805,-0.0781,1.6724
00:00:00.528.138,-0.1880,1.5942
00:00:00.528.471,-0.1587,1.4844
00:00:00.528.804,-0.1782,1.3232
00:00:00.529.137,-0.2173,1.1841
00:00:00.529.470,-0.2295,1.0156
00:00:00.529.803,-0.2783,0.8179
00:00:00.530.136,-0.3174,0.5884
00:00:00.530.469,-0.2979,0.3979
00:00:00.530.802,-0.3271,0.2100
00:00:00.531.135,-0.3882,0.0195
00:00:00.531.468,-0.3784,-0.1489
00:00:00.531.801,-0.3784,-0.3271
00:00:00.532.134,-0.3784,-0.4883
00:00:00.532.467,-0.3271,-0.6567
00:00:00.532.800,-0.2490,-0.7764
00:00:00.533.133,-0.1880,-0.8862
00:00:00.533.466,-0.1294,-1.0156
00:00:00.533.799,-0.0879,-1.1035
00:00:00.534.132,-0.0293,-1.2036
00:00:00.534.465,0.0098,-1.2842
00:00:00.534.798,0.0098,-1.3232
00:00:00.535.131,0.0293,-1.3940
00:00:00.535.464,0.0610,-1.4429
00:00:00.535.797,0.0708,-1.4917
00:00:00.536.130,0.1001,-1.5332
00:00:00.536.463,0.1099,-1.5820
00:00:00.536.796,0.0903,-1.6211
00:00:00.537.129,0.1001,-1.6724
00:00:00.537.462,0.1196,-1.7310
00:00:00.537.795,0.1709,-1.7310
00:00:00.538.128,0.5371,-1.6309
00:00:00.538.461,0.2393,-1.4917
00:00:00.538.794,0.2490,-1.3623
00:00:00.539.127,0.2686,-1.2036
00:00:00.539.460,0.3003,-1.0352
00:00:00.539.793,0.3394,-0.8545
00:00:00.540.126,0.3784,-0.6177
00:00:00.540.459,0.3882,-0.4175
00:00:00.540.792,0.4077,-0.2295
00:00:00.541.125,0.4688,-0.0488
00:00:00.541.458,0.4590,0.1392
00:00:00.541.791,0.4590,0.3198
00:00:00.542.124,0.4688,0.4785
00:00:00.542.457,0.4395,0.6177
00:00:00.542.790,0.3784,0.7471
00:00:00.543.123,0.3296,0.8667
00:00:00.543.456,0.2588,0.9863
00:00:00.543.789,0.1807,1.0962
00:00:00.544.122,0.1294,1.1841
00:00:00.544.455,0.1001,1.2549
00:00:00.544.788,0.0610,1.3354
00:00:00.545.121,0.0415,1.3940
00:00:00.545.454,0.0098,1.4429
00:00:00.545.787,-0.0195,1.4941
00:00:00.546.120,-0.0195,1.5234
00:00:00.546.453,-0.0195,1.5527
00:00:00.546.786,-0.0195,1.6040
00:00:00.547.119,-0.0293,1.6724
00:00:00.547.452,-0.0684,1.7114
00:00:00.547.785,-0.1001,1.7114
00:00:00.548.118,-0.0781,1.6040
00:00:00.548.451,-0.1685,1.4941
00:00:00.548.784,-0.1978,1.3550
00:00:00.549.117,-0.2075,1.1938
00:00:00.549.450,-0.2393,1.0352
00:00:00.549.783,-0.2783,0.8374
00:00:00.550.116,-0.3076,0.6274
00:00:00.550.449,-0.3271,0.4175
00:00:00.550.782,-0.3467,0.2295
00:00:00.551.115,-0.3687,0.0195
00:00:00.551.448,-0.3687,-0.1782
00:00:00.551.781,-0.3979,-0.3369
00:00:00.552.114,-0.3687,-0.4883
00:00:00.552.447,-0.3369,-0.6470
00:00:00.552.780,-0.2588,-0.7764
00:00:00.553.113,-0.1880,-0.8960
00:00:00.553.446,-0.1196,-1.0059
00:00:00.553.779,-0.0684,-1.1133
00:00:00.554.112,-0.0293,-1.2231
00:00:00.554.445,-0.0098,-1.2939
00:00:00.554.778,0.0195,-1.3525
00:00:00.555.111,0.0513,-1.4233
00:00:00.555.444,0.0610,-1.4624
00:00:00.555.777,0.0903,-1.5234
00:00:00.556.110,0.1001,-1.5527
00:00:00.556.443,0.1001,-1.6016
00:00:00.556.776,0.1196,-1.6406
00:00:00.557.109,0.1099,-1.6919
00:00:00.557.442,0.1099,-1.7310
00:00:00.557.775,0.1709,-1.7505
00:00:00.558.108,0.4395,-1.6528
00:00:00.558.441,0.2393,-1.5234
00:00:00.558.774,0.2490,-1.3818
00:00:00.559.107,0.2881,-1.2329
00:00:00.559.440,0.3101,-1.0547
00:00:00.559.773,0.3491,-0.8765
00:00:00.560.106,0.3687,-0.6470
00:00:00.560.439,0.3979,-0.4468
00:00:00.560.772,0.4297,-0.2393
00:00:00.561.105,0.4395,-0.0488
00:00:00.561.438,0.4688,0.1294
00:00:00.561.771,0.4688,0.3198
00:00:00.562.104,0.4590,0.4688
00:00:00.562.437,0.4395,0.6177
00:00:00.562.770,0.3979,0.7568
00:00:00.563.103,0.3198,0.8862
00:00:00.563.436,0.2490,0.9863
00:00:00.563.769,0.2100,1.0864
00:00:00.564.102,0.1587,1.1938
00:00:00.564.435,0.1196,1.2646
00:00:00.564.768,0.0610,1.3232
00:00:00.565.101,0.0415,1.3940
00:00:00.565.434,0.0293,1.4429
00:00:00.565.767,0.0000,1.4941
00:00:00.566.100,-0.0391,1.5430
00:00:00.566.433,-0.0195,1.5723
00:00:00.566.766,-0.0391,1.6138
00:00:00.567.099,-0.0488,1.6431
00:00:00.567.432,-0.0684,1.6919
00:00:00.567.765,-0.1001,1.6919
00:00:00.568.098,-0.2686,1.6235
00:00:00.568.431,-0.1587,1.5039
00:00:00.568.764,-0.1978,1.3843
00:00:00.569.097,-0.2295,1.2256
00:00:00.569.430,-0.2393,1.0547
00:00:00.569.763,-0.2881,0.8569
00:00:00.570.096,-0.3076,0.6372
00:00:00.570.429,-0.3174,0.4175
00:00:00.570.762,-0.3271,0.2295
00:00:00.571.095,-0.3687,0.0513
00:00:00.571.428,-0.3784,-0.1489
00:00:00.571.761,-0.3882,-0.3174
00:00:00.572.094,-0.3589,-0.4883
00:00:00.572.427,-0.3271,-0.6372
00:00:00.572.760,-0.2783,-0.7666
00:00:00.573.093,-0.1880,-0.8960
00:00:00.573.426,-0.1294,-1.0059
00:00:00.573.759,-0.0781,-1.1035
00:00:00.574.092,-0.0488,-1.1938
00:00:00.574.425,-0.0195,-1.2744
00:00:00.574.758,0.0293,-1.3428
00:00:00.575.091,0.0293,-1.4038
00:00:00.575.424,0.0806,-1.4526
00:00:00.575.757,0.0903,-1.5015
00:00:00.576.090,0.1001,-1.5527
00:00:00.576.423,0.1001,-1.5820
00:00:00.576.756,0.1099,-1.6309
00:00:00.577.089,0.1196,-1.6821
00:00:00.577.422,0.1099,-1.7407
00:00:00.577.755,0.1587,-1.7407
00:00:00.578.088,0.2393,-1.6724
00:00:00.578.421,0.2490,-1.5332
00:00:00.578.754,0.2588,-1.3818
00:00:00.579.087,0.2686,-1.2427
00:00:00.579.420,0.2881,-1.0645
00:00:00.579.753,0.3687,-0.8960
00:00:00.580.086,0.3784,-0.6763
00:00:00.580.419,0.3979,-0.4468
00:00:00.580.752,0.4297,-0.2686
00:00:00.581.085,0.4492,-0.0586
00:00:00.581.418,0.4785,0.1294
00:00:00.581.751,0.4785,0.3101
00:00:00.582.084,0.4590,0.4590
00:00:00.582.417,0.4297,0.5981
00:00:00.582.750,0.3979,0.7471
00:00:00.583.083,0.3101,0.8765
00:00:00.583.416,0.2588,0.9961
00:00:00.583.749,0.2002,1.0962
00:00:00.584.082,0.1392,1.1938
00:00:00.584.415,0.1196,1.2744
00:00:00.584.748,0.0610,1.3354
00:00:00.585.081,0.0293,1.3940
00:00:00.585.414,0.0098,1.4648
00:00:00.585.747,-0.0098,1.5137
00:00:00.586.080,-0.0293,1.5430
00:00:00.586.413,-0.0488,1.5820
00:00:00.586.746,-0.0488,1.6431
00:00:00.587.079,-0.0488,1.7114
00:00:00.587.412,-0.0781,1.7529
00:00:00.587.745,-0.1392,1.7432
00:00:00.588.078,-0.3589,1.6235
00:00:00.588.411,-0.1782,1.4941
00:00:00.588.744,-0.1685,1.3745
00:00:00.589.077,-0.2075,1.2158
00:00:00.589.410,-0.2295,1.0449
00:00:00.589.743,-0.2588,0.8667
00:00:00.590.076,-0.3174,0.6470
00:00:00.590.409,-0.2979,0.4395
00:00:00.590.742,-0.3369,0.2393
00:00:00.591.075,-0.3687,0.0513
00:00:00.591.408,-0.3882,-0.1294
00:00:00.591.741,-0.3882,-0.3076
00:00:00.592.074,-0.3687,-0.4663
00:00:00.592.407,-0.3467,-0.5957
00:00:00.592.740,-0.2686,-0.7251
00:00:00.593.073,-0.1880,-0.8765
00:00:00.593.406,-0.1392,-0.9839
00:00:00.593.739,-0.1099,-1.0938
00:00:00.594.072,-0.0488,-1.1743
00:00:00.594.405,-0.0098,-1.2744
00:00:00.594.738,0.0293,-1.3330
00:00:00.595.071,0.0513,-1.4136
00:00:00.595.404,0.0513,-1.4624
00:00:00.595.737,0.0806,-1.5015
00:00:00.596.070,0.0806,-1.5527
00:00:00.596.403,0.1001,-1.5918
00:00:00.596.736,0.1196,-1.6113
00:00:00.597.069,0.1294,-1.6821
00:00:00.597.402,0.1196,-1.7407
00:00:00.597.735,0.1587,-1.7603
00:00:00.598.068,0.2197,-1.6919
00:00:00.598.401,0.2490,-1.5625
00:00:00.598.734,0.2490,-1.4136
00:00:00.599.067,0.2783,-1.2524
00:00:00.599.400,0.2783,-1.0938
00:00:00.599.733,0.3394,-0.9058
00:00:00.600.066,0.3687,-0.6763
00:00:00.600.399,0.3784,-0.4663
00:00:00.600.732,0.3979,-0.2881
00:00:00.601.065,0.4590,-0.0781
00:00:00.601.398,0.4590,0.1099
00:00:00.601.731,0.4785,0.2881
00:00:00.602.064,0.4590,0.4395
00:00:00.602.397,0.4492,0.5884
00:00:00.602.730,0.3882,0.7373
00:00:00.603.063,0.3296,0.8765
00:00:00.603.396,0.2588,0.9863
00:00:00.603.729,0.2197,1.0864
00:00:00.604.062,0.1709,1.1646
00:00:00.604.395,0.1196,1.2646
00:00:00.604.728,0.0806,1.3232
00:00:00.605.061,0.0415,1.3843
00:00:00.605.394,0.0293,1.4526
00:00:00.605.727,0.0000,1.5039
00:00:00.606.060,-0.0293,1.5332
00:00:00.606.393,-0.0391,1.5820
00:00:00.606.726,-0.0293,1.6040
00:00:00.607.059,-0.0293,1.6724
00:00:00.607.392,-0.0488,1.7114
00:00:00.607.725,-0.1099,1.7236
00:00:00.608.058,-0.1294,1.6333
00:00:00.608.391,-0.1685,1.5234
00:00:00.608.724,-0.1978,1.3745
00:00:00.609.057,-0.1782,1.2354
00:00:00.609.390,-0.2295,1.0767
00:00:00.609.723,-0.2686,0.8765
00:00:00.610.056,-0.2979,0.6665
00:00:00.610.389,-0.2979,0.4590
00:00:00.610.722,-0.3369,0.2686
00:00:00.611.055,-0.3687,0.0708
00:00:00.611.388,-0.3687,-0.1196
00:00:00.611.721,-0.3784,-0.2881
00:00:00.612.054,-0.3784,-0.4468
00:00:00.612.387,-0.3369,-0.5859
00:00:00.612.720,-0.2783,-0.7568
00:00:00.613.053,-0.2075,-0.8765
00:00:00.613.386,-0.1489,-0.9741
00:00:00.613.719,-0.0879,-1.0938
00:00:00.614.052,-0.0488,-1.2134
00:00:00.614.385,-0.0098,-1.2939
00:00:00.614.718,0.0195,-1.3428
00:00:00.615.051,0.0293,-1.4136
00:00:00.615.384,0.0513,-1.4526
00:00:00.615.717,0.0806,-1.5112
00:00:00.616.050,0.0903,-1.5527
00:00:00.616.383,0.1001,-1.6016
00:00:00.616.716,0.1099,-1.6309
00:00:00.617.049,0.1196,-1.6724
00:00:00.617.382,0.1196,-1.7407
00:00:00.617.715,0.1489,-1.7505
00:00:00.618.048,0.2100,-1.7017
00:00:00.618.381,0.2490,-1.5625
00:00:00.618.714,0.2490,-1.4331
00:00:00.619.047,0.2783,-1.2646
00:00:00.619.380,0.3101,-1.1035
00:00:00.619.713,0.3296,-0.9155
00:00:00.620.046,0.3882,-0.6958
00:00:00.620.379,0.3882,-0.4761
00:00:00.620.712,0.4077,-0.2979
00:00:00.621.045,0.4395,-0.1001
00:00:00.621.378,0.4492,0.1001
00:00:00.621.711,0.4785,0.2783
00:00:00.622.044,0.4785,0.4297
00:00:00.622.377,0.4492,0.5884
00:00:00.622.710,0.4297,0.7275
00:00:00.623.043,0.3491,0.8472
00:00:00.623.376,0.2686,0.9668
00:00:00.623.709,0.2100,1.0645
00:00:00.624.042,0.1587,1.1646
00:00:00.624.375,0.1099,1.2549
00:00:00.624.708,0.0708,1.3232
00:00:00.625.041,0.0293,1.3940
00:00:00.625.374,0.0293,1.4429
00:00:00.625.707,0.0000,1.4941
00:00:00.626.040,-0.0293,1.5234
00:00:00.626.373,-0.0195,1.5723
00:00:00.626.706,-0.0391,1.6138
00:00:00.627.039,-0.0195,1.6626
00:00:00.627.372,-0.0488,1.7017
00:00:00.627.705,-0.1099,1.7114
00:00:00.628.038,-0.1392,1.6626
00:00:00.628.371,-0.1782,1.5332
00:00:00.628.704,-0.1880,1.3745
00:00:00.629.037,-0.2173,1.2451
00:00:00.629.370,-0.2295,1.0864
00:00:00.629.703,-0.2588,0.9058
00:00:00.630.036,-0.3369,0.6885
00:00:00.630.369,-0.3174,0.4688
00:00:00.630.702,-0.3369,0.2783
00:00:00.631.035,-0.3589,0.0903
00:00:00.631.368,-0.3687,-0.1001
00:00:00.631.701,-0.3979,-0.2686
00:00:00.632.034,-0.3882,-0.4565
00:00:00.632.367,-0.3589,-0.6055
00:00:00.632.700,-0.2881,-0.7251
00:00:00.633.033,-0.2075,-0.8643
00:00:00.633.366,-0.1489,-0.9741
00:00:00.633.699,-0.1196,-1.0938
00:00:00.634.032,-0.0488,-1.1841
00:00:00.634.365,-0.0195,-1.2744
00:00:00.634.698,0.0000,-1.3428
00:00:00.635.031,0.0293,-1.4136
00:00:00.635.364,0.0610,-1.4722
00:00:00.635.697,0.0513,-1.5234
00:00:00.636.030,0.0903,-1.5625
00:00:00.636.363,0.1001,-1.6016
00:00:00.636.696,0.1099,-1.6406
00:00:00.637.029,0.1099,-1.6919
00:00:00.637.362,0.1294,-1.7505
00:00:00.637.695,0.1587,-1.7700
00:00:00.638.028,0.2197,-1.7017
00:00:00.638.361,0.2393,-1.5820
00:00:00.638.694,0.2490,-1.4233
00:00:00.639.027,0.2588,-1.2744
00:00:00.639.360,0.2881,-1.1133
00:00:00.639.693,0.3101,-0.9253
00:00:00.640.026,0.3687,-0.7251
00:00:00.640.359,0.3979,-0.4980
00:00:00.640.692,0.4077,-0.2979
00:00:00.641.025,0.4492,-0.1099
00:00:00.641.358,0.4492,0.0708
00:00:00.641.691,0.4688,0.2588
00:00:00.642.024,0.4492,0.4077
00:00:00.642.357,0.4395,0.5688
00:00:00.642.690,0.3979,0.7178
00:00:00.643.023,0.3491,0.8569
00:00:00.643.356,0.2686,0.9766
00:00:00.643.689,0.1904,1.0767
00:00:00.644.022,0.1709,1.1743
00:00:00.644.355,0.1196,1.2549
00:00:00.644.688,0.0708,1.3452
00:00:00.645.021,0.0195,1.4038
00:00:00.645.354,0.0098,1.4648
00:00:00.645.687,-0.0195,1.5137
00:00:00.646.020,-0.0391,1.5332
00:00:00.646.353,-0.0293,1.5625
00:00:00.646.686,-0.0293,1.5942
00:00:00.647.019,-0.0488,1.6528
00:00:00.647.352,-0.0488,1.6919
00:00:00.647.685,-0.1099,1.7334
00:00:00.648.018,-0.1489,1.6724
00:00:00.648.351,-0.1782,1.5625
00:00:00.648.684,-0.1978,1.4038
00:00:00.649.017,-0.1978,1.2549
00:00:00.649.350,-0.2173,1.1060
00:00:00.649.683,-0.2686,0.9155
00:00:00.650.016,-0.3076,0.6885
00:00:00.650.349,-0.2979,0.4688
00:00:00.650.682,-0.3271,0.2783
00:00:00.651.015,-0.3589,0.1001
00:00:00.651.348,-0.3687,-0.0879
00:00:00.651.681,-0.3979,-0.2588
00:00:00.652.014,-0.3784,-0.4370
00:00:00.652.347,-0.3271,-0.5762
00:00:00.652.680,-0.3076,-0.7056
00:00:00.653.013,-0.2173,-0.8350
00:00:00.653.346,-0.1587,-0.9644
00:00:00.653.679,-0.1001,-1.0742
00:00:00.654.012,-0.0781,-1.1743
00:00:00.654.345,-0.0195,-1.2427
00:00:00.654.678,0.0000,-1.3330
00:00:00.655.011,0.0293,-1.3940
00:00:00.655.344,0.0513,-1.4429
00:00:00.655.677,0.0708,-1.5112
00:00:00.656.010,0.0903,-1.5430
00:00:00.656.343,0.1099,-1.5918
00:00:00.656.676,0.1099,-1.6211
00:00:00.657.009,0.1099,-1.6724
00:00:00.657.342,0.1196,-1.7017
00:00:00.657.675,0.1489,-1.7505
00:00:00.658.008,0.2197,-1.7017
00:00:00.658.341,0.2588,-1.5723
00:00:00.658.674,0.2588,-1.4429
00:00:00.659.007,0.2783,-1.2939
00:00:00.659.340,0.3003,-1.1353
00:00:00.659.673,0.3296,-0.9351
00:00:00.660.006,0.3687,-0.7251
00:00:00.660.339,0.3784,-0.5078
00:00:00.660.672,0.3882,-0.3271
00:00:00.661.005,0.4492,-0.1196
00:00:00.661.338,0.4590,0.0708
00:00:00.661.671,0.4688,0.2490
00:00:00.662.004,0.4590,0.4077
00:00:00.662.337,0.4492,0.5688
00:00:00.662.670,0.3882,0.6982
00:00:00.663.003,0.3589,0.8276
00:00:00.663.336,0.2686,0.9473
00:00:00.663.669,0.2197,1.0547
00:00:00.664.002,0.1709,1.1548
00:00:00.664.335,0.1294,1.2354
00:00:00.664.668,0.0708,1.3135
00:00:00.665.001,0.0610,1.3745
00:00:00.665.334,0.0415,1.4331
00:00:00.665.667,0.0000,1.4746
00:00:00.666.000,-0.0195,1.5332
00:00:00.666.333,-0.0195,1.5625
00:00:00.666.666,-0.0488,1.6138
00:00:00.666.999,-0.0391,1.6528
